date,currency,iv_atm,skew_25d,butterfly_25d,term_spread,iv_25d_put,iv_25d_call,spot,interpolated
2021-08-05,ETH,0.9853,-0.0872,0.0612,-0.0074,1.0029,1.0901,2745.8,True
2021-08-06,ETH,0.994,-0.0907,0.057,-0.0211,1.0057,1.0964,2811.9,True
2021-08-07,ETH,1.0027,-0.0941,0.0529,-0.0349,1.0086,1.1027,2878.0,True
2021-08-08,ETH,1.0115,-0.0975,0.0488,-0.0486,1.0115,1.109,2944.1,True
2021-08-09,ETH,1.0202,-0.1009,0.0447,-0.0624,1.0144,1.1153,3010.2,True
2021-08-10,ETH,1.0289,-0.1044,0.0405,-0.0761,1.0172,1.1216,3076.3,True
2021-08-11,ETH,1.0376,-0.1078,0.0364,-0.0899,1.0201,1.1279,3142.4,False
2021-08-12,ETH,1.0374,-0.1014,0.0348,-0.0816,1.0214,1.1228,3121.24,True
2021-08-13,ETH,1.0371,-0.095,0.0331,-0.0732,1.0228,1.1178,3100.09,True
2021-08-14,ETH,1.0369,-0.0886,0.0315,-0.0649,1.0241,1.1127,3078.93,True
2021-08-15,ETH,1.0367,-0.0822,0.0299,-0.0566,1.0255,1.1077,3057.77,True
2021-08-16,ETH,1.0365,-0.0758,0.0283,-0.0483,1.0268,1.1026,3036.61,True
2021-08-17,ETH,1.0362,-0.0694,0.0266,-0.0399,1.0282,1.0976,3015.46,True
2021-08-18,ETH,1.036,-0.063,0.025,-0.0316,1.0295,1.0925,2994.3,False
2021-08-19,ETH,1.0223,-0.0468,0.0279,-0.0355,1.0268,1.0736,3010.06,True
2021-08-20,ETH,1.0086,-0.0306,0.0308,-0.0394,1.0241,1.0546,3025.81,True
2021-08-21,ETH,0.9949,-0.0144,0.0337,-0.0433,1.0214,1.0357,3041.57,True
2021-08-22,ETH,0.9811,0.0019,0.0366,-0.0471,1.0186,1.0168,3057.33,True
2021-08-23,ETH,0.9674,0.0181,0.0395,-0.051,1.0159,0.9979,3073.09,True
2021-08-24,ETH,0.9537,0.0343,0.0424,-0.0549,1.0132,0.9789,3088.84,True
2021-08-25,ETH,0.94,0.0505,0.0453,-0.0588,1.0105,0.96,3104.6,False
2021-08-26,ETH,0.9508,0.0465,0.0389,-0.0537,1.0129,0.9664,3195.26,True
2021-08-27,ETH,0.9616,0.0425,0.0325,-0.0485,1.0154,0.9729,3285.91,True
2021-08-28,ETH,0.9724,0.0385,0.0261,-0.0434,1.0178,0.9793,3376.57,True
2021-08-29,ETH,0.9833,0.0345,0.0198,-0.0382,1.0203,0.9858,3467.23,True
2021-08-30,ETH,0.9941,0.0305,0.0134,-0.0331,1.0227,0.9922,3557.89,True
2021-08-31,ETH,1.0049,0.0265,0.007,-0.0279,1.0252,0.9987,3648.54,True
2021-09-01,ETH,1.0157,0.0225,0.0006,-0.0228,1.0276,1.0051,3739.2,False
2021-09-02,ETH,1.0092,0.0211,0.0165,-0.0281,1.0363,1.0152,3705.23,True
2021-09-03,ETH,1.0027,0.0198,0.0324,-0.0333,1.045,1.0252,3671.26,True
2021-09-04,ETH,0.9962,0.0184,0.0483,-0.0386,1.0537,1.0353,3637.29,True
2021-09-05,ETH,0.9898,0.017,0.0641,-0.0439,1.0624,1.0454,3603.31,True
2021-09-06,ETH,0.9833,0.0156,0.08,-0.0492,1.0711,1.0555,3569.34,True
2021-09-07,ETH,0.9768,0.0143,0.0959,-0.0544,1.0798,1.0655,3535.37,True
2021-09-08,ETH,0.9703,0.0129,0.1118,-0.0597,1.0885,1.0756,3501.4,False
2021-09-09,ETH,0.9683,0.0203,0.0962,-0.0559,1.0746,1.0543,3520.64,True
2021-09-10,ETH,0.9662,0.0278,0.0806,-0.0521,1.0607,1.0329,3539.87,True
2021-09-11,ETH,0.9642,0.0352,0.065,-0.0483,1.0468,1.0116,3559.11,True
2021-09-12,ETH,0.9622,0.0427,0.0494,-0.0445,1.0329,0.9902,3578.34,True
2021-09-13,ETH,0.9602,0.0501,0.0338,-0.0407,1.019,0.9689,3597.58,True
2021-09-14,ETH,0.9581,0.0576,0.0182,-0.0369,1.0051,0.9475,3616.81,True
2021-09-15,ETH,0.9561,0.065,0.0026,-0.0331,0.9912,0.9262,3636.05,False
2021-09-16,ETH,0.9601,0.0742,0.0031,-0.0347,1.0003,0.9261,3565.81,True
2021-09-17,ETH,0.9641,0.0833,0.0036,-0.0362,1.0094,0.9261,3495.58,True
2021-09-18,ETH,0.9681,0.0925,0.0041,-0.0378,1.0185,0.926,3425.34,True
2021-09-19,ETH,0.9721,0.1017,0.0047,-0.0393,1.0276,0.9259,3355.11,True
2021-09-20,ETH,0.9761,0.1109,0.0052,-0.0409,1.0367,0.9258,3284.87,True
2021-09-21,ETH,0.9801,0.12,0.0057,-0.0424,1.0458,0.9258,3214.64,True
2021-09-22,ETH,0.9841,0.1292,0.0062,-0.044,1.0549,0.9257,3144.4,False
2021-09-23,ETH,0.9853,0.1155,0.0035,-0.0368,1.0465,0.931,3124.12,True
2021-09-24,ETH,0.9865,0.1018,0.0008,-0.0295,1.0382,0.9364,3103.84,True
2021-09-25,ETH,0.9877,0.0881,-0.0019,-0.0223,1.0298,0.9417,3083.56,True
2021-09-26,ETH,0.9889,0.0743,-0.0047,-0.0151,1.0214,0.9471,3063.29,True
2021-09-27,ETH,0.9901,0.0606,-0.0074,-0.0079,1.013,0.9524,3043.01,True
2021-09-28,ETH,0.9913,0.0469,-0.0101,-0.0006,1.0047,0.9578,3022.73,True
2021-09-29,ETH,0.9925,0.0332,-0.0128,0.0066,0.9963,0.9631,3002.45,False
2021-09-30,ETH,0.9823,0.0225,-0.0092,-0.0041,0.9843,0.9618,3089.69,True
2021-10-01,ETH,0.9721,0.0119,-0.0057,-0.0148,0.9724,0.9605,3176.92,True
2021-10-02,ETH,0.9619,0.0012,-0.0021,-0.0255,0.9604,0.9592,3264.16,True
2021-10-03,ETH,0.9516,-0.0094,0.0015,-0.0362,0.9484,0.9578,3351.39,True
2021-10-04,ETH,0.9414,-0.0201,0.0051,-0.0469,0.9364,0.9565,3438.63,True
2021-10-05,ETH,0.9312,-0.0307,0.0086,-0.0576,0.9245,0.9552,3525.86,True
2021-10-06,ETH,0.921,-0.0414,0.0122,-0.0683,0.9125,0.9539,3613.1,False
2021-10-07,ETH,0.9193,-0.0385,0.0063,-0.0648,0.9064,0.9448,3616.29,True
2021-10-08,ETH,0.9176,-0.0356,0.0004,-0.0612,0.9002,0.9358,3619.47,True
2021-10-09,ETH,0.9159,-0.0327,-0.0055,-0.0577,0.8941,0.9267,3622.66,True
2021-10-10,ETH,0.9142,-0.0297,-0.0114,-0.0542,0.8879,0.9177,3625.84,True
2021-10-11,ETH,0.9125,-0.0268,-0.0173,-0.0507,0.8818,0.9086,3629.03,True
2021-10-12,ETH,0.9108,-0.0239,-0.0232,-0.0471,0.8756,0.8996,3632.21,True
2021-10-13,ETH,0.9091,-0.021,-0.0291,-0.0436,0.8695,0.8905,3635.4,False
2021-10-14,ETH,0.9236,-0.0327,-0.0219,-0.0491,0.8854,0.9181,3711.41,True
2021-10-15,ETH,0.9382,-0.0444,-0.0146,-0.0545,0.9014,0.9457,3787.41,True
2021-10-16,ETH,0.9527,-0.0561,-0.0074,-0.06,0.9173,0.9733,3863.42,True
2021-10-17,ETH,0.9672,-0.0677,-0.0001,-0.0655,0.9332,1.001,3939.43,True
2021-10-18,ETH,0.9817,-0.0794,0.0071,-0.071,0.9491,1.0286,4015.44,True
2021-10-19,ETH,0.9963,-0.0911,0.0144,-0.0764,0.9651,1.0562,4091.44,True
2021-10-20,ETH,1.0108,-0.1028,0.0216,-0.0819,0.981,1.0838,4167.45,False
2021-10-21,ETH,1.0064,-0.0875,0.0236,-0.0885,0.9863,1.0738,4145.23,True
2021-10-22,ETH,1.0021,-0.0722,0.0256,-0.095,0.9915,1.0638,4123.01,True
2021-10-23,ETH,0.9977,-0.0569,0.0276,-0.1016,0.9968,1.0538,4100.79,True
2021-10-24,ETH,0.9933,-0.0417,0.0296,-0.1082,1.0021,1.0437,4078.56,True
2021-10-25,ETH,0.9889,-0.0264,0.0316,-0.1148,1.0074,1.0337,4056.34,True
2021-10-26,ETH,0.9846,-0.0111,0.0336,-0.1213,1.0126,1.0237,4034.12,True
2021-10-27,ETH,0.9802,0.0042,0.0356,-0.1279,1.0179,1.0137,4011.9,False
2021-10-28,ETH,0.9864,0.0051,0.0284,-0.1197,1.0174,1.0123,4084.44,True
2021-10-29,ETH,0.9926,0.0059,0.0213,-0.1115,1.0169,1.0109,4156.99,True
2021-10-30,ETH,0.9988,0.0068,0.0141,-0.1033,1.0164,1.0095,4229.53,True
2021-10-31,ETH,1.0051,0.0077,0.007,-0.0952,1.0158,1.0082,4302.07,True
2021-11-01,ETH,1.0113,0.0086,-0.0002,-0.087,1.0153,1.0068,4374.61,True
2021-11-02,ETH,1.0175,0.0094,-0.0073,-0.0788,1.0148,1.0054,4447.16,True
2021-11-03,ETH,1.0237,0.0103,-0.0145,-0.0706,1.0143,1.004,4519.7,False
2021-11-04,ETH,1.0047,0.0061,-0.0095,-0.0791,0.9983,0.9922,4544.19,True
2021-11-05,ETH,0.9857,0.002,-0.0044,-0.0876,0.9823,0.9803,4568.69,True
2021-11-06,ETH,0.9667,-0.0022,0.0006,-0.0961,0.9663,0.9685,4593.18,True
2021-11-07,ETH,0.9478,-0.0064,0.0057,-0.1045,0.9502,0.9566,4617.67,True
2021-11-08,ETH,0.9288,-0.0106,0.0107,-0.113,0.9342,0.9448,4642.16,True
2021-11-09,ETH,0.9098,-0.0147,0.0158,-0.1215,0.9182,0.9329,4666.66,True
2021-11-10,ETH,0.8908,-0.0189,0.0208,-0.13,0.9022,0.9211,4691.15,False
2021-11-11,ETH,0.9036,-0.0129,0.018,-0.1221,0.9152,0.9281,4628.38,True
2021-11-12,ETH,0.9163,-0.007,0.0153,-0.1141,0.9282,0.9352,4565.61,True
2021-11-13,ETH,0.9291,-0.001,0.0125,-0.1062,0.9412,0.9422,4502.84,True
2021-11-14,ETH,0.9419,0.005,0.0098,-0.0982,0.9542,0.9492,4440.06,True
2021-11-15,ETH,0.9547,0.011,0.007,-0.0903,0.9672,0.9562,4377.29,True
2021-11-16,ETH,0.9674,0.0169,0.0043,-0.0823,0.9802,0.9633,4314.52,True
2021-11-17,ETH,0.9802,0.0229,0.0015,-0.0744,0.9932,0.9703,4251.75,False
2021-11-18,ETH,0.9879,0.0367,0.0035,-0.0807,1.0098,0.9731,4258.57,True
2021-11-19,ETH,0.9956,0.0504,0.0055,-0.0871,1.0263,0.9759,4265.39,True
2021-11-20,ETH,1.0033,0.0642,0.0075,-0.0934,1.0429,0.9787,4272.21,True
2021-11-21,ETH,1.011,0.0779,0.0094,-0.0997,1.0594,0.9815,4279.04,True
2021-11-22,ETH,1.0187,0.0917,0.0114,-0.106,1.076,0.9843,4285.86,True
2021-11-23,ETH,1.0264,0.1054,0.0134,-0.1124,1.0925,0.9871,4292.68,True
2021-11-24,ETH,1.0341,0.1192,0.0154,-0.1187,1.1091,0.9899,4299.5,False
2021-11-25,ETH,1.0287,0.1082,0.0172,-0.1076,1.1001,0.9918,4337.36,True
2021-11-26,ETH,1.0233,0.0972,0.0191,-0.0965,1.091,0.9938,4375.23,True
2021-11-27,ETH,1.0179,0.0862,0.0209,-0.0854,1.082,0.9957,4413.09,True
2021-11-28,ETH,1.0125,0.0753,0.0228,-0.0744,1.0729,0.9977,4450.96,True
2021-11-29,ETH,1.0071,0.0643,0.0246,-0.0633,1.0639,0.9996,4488.82,True
2021-11-30,ETH,1.0017,0.0533,0.0265,-0.0522,1.0548,1.0016,4526.69,True
2021-12-01,ETH,0.9963,0.0423,0.0283,-0.0411,1.0458,1.0035,4564.55,False
2021-12-02,ETH,0.9925,0.0468,0.023,-0.0447,1.0389,0.9921,4538.74,True
2021-12-03,ETH,0.9887,0.0513,0.0176,-0.0483,1.032,0.9808,4512.94,True
2021-12-04,ETH,0.9849,0.0558,0.0123,-0.0519,1.0251,0.9694,4487.13,True
2021-12-05,ETH,0.9811,0.0602,0.007,-0.0555,1.0183,0.958,4461.32,True
2021-12-06,ETH,0.9773,0.0647,0.0017,-0.0591,1.0114,0.9466,4435.51,True
2021-12-07,ETH,0.9735,0.0692,-0.0037,-0.0627,1.0045,0.9353,4409.71,True
2021-12-08,ETH,0.9697,0.0737,-0.009,-0.0663,0.9976,0.9239,4383.9,False
2021-12-09,ETH,0.9703,0.0685,-0.0041,-0.0654,1.0005,0.932,4332.66,True
2021-12-10,ETH,0.9708,0.0633,0.0009,-0.0645,1.0034,0.9401,4281.41,True
2021-12-11,ETH,0.9714,0.0581,0.0058,-0.0636,1.0063,0.9482,4230.17,True
2021-12-12,ETH,0.9719,0.053,0.0108,-0.0626,1.0092,0.9562,4178.93,True
2021-12-13,ETH,0.9725,0.0478,0.0157,-0.0617,1.0121,0.9643,4127.69,True
2021-12-14,ETH,0.973,0.0426,0.0207,-0.0608,1.015,0.9724,4076.44,True
2021-12-15,ETH,0.9736,0.0374,0.0256,-0.0599,1.0179,0.9805,4025.2,False
2021-12-16,ETH,0.9731,0.0342,0.0211,-0.056,1.0113,0.9771,4009.28,True
2021-12-17,ETH,0.9726,0.0309,0.0166,-0.0521,1.0046,0.9737,3993.36,True
2021-12-18,ETH,0.9721,0.0277,0.0121,-0.0482,0.998,0.9703,3977.44,True
2021-12-19,ETH,0.9715,0.0244,0.0075,-0.0443,0.9913,0.9669,3961.51,True
2021-12-20,ETH,0.971,0.0212,0.003,-0.0404,0.9847,0.9635,3945.59,True
2021-12-21,ETH,0.9705,0.0179,-0.0015,-0.0365,0.978,0.9601,3929.67,True
2021-12-22,ETH,0.97,0.0147,-0.006,-0.0326,0.9714,0.9567,3913.75,False
2021-12-23,ETH,0.9466,0.0069,-0.0053,-0.0295,0.9448,0.9379,3884.74,True
2021-12-24,ETH,0.9233,-0.0009,-0.0047,-0.0264,0.9182,0.9191,3855.72,True
2021-12-25,ETH,0.8999,-0.0087,-0.004,-0.0233,0.8916,0.9003,3826.71,True
2021-12-26,ETH,0.8766,-0.0165,-0.0034,-0.0203,0.865,0.8815,3797.69,True
2021-12-27,ETH,0.8532,-0.0243,-0.0027,-0.0172,0.8384,0.8627,3768.68,True
2021-12-28,ETH,0.8299,-0.0321,-0.0021,-0.0141,0.8118,0.8439,3739.66,True
2021-12-29,ETH,0.8065,-0.0399,-0.0014,-0.011,0.7852,0.8251,3710.65,False
2021-12-30,ETH,0.796,-0.0286,-0.0001,-0.0139,0.7817,0.8102,3673.54,True
2021-12-31,ETH,0.7856,-0.0172,0.0011,-0.0167,0.7782,0.7954,3636.44,True
2022-01-01,ETH,0.7751,-0.0059,0.0024,-0.0196,0.7747,0.7805,3599.33,True
2022-01-02,ETH,0.7647,0.0055,0.0037,-0.0225,0.7711,0.7657,3562.22,True
2022-01-03,ETH,0.7542,0.0168,0.005,-0.0254,0.7676,0.7508,3525.11,True
2022-01-04,ETH,0.7438,0.0282,0.0062,-0.0282,0.7641,0.736,3488.01,True
2022-01-05,ETH,0.7333,0.0395,0.0075,-0.0311,0.7606,0.7211,3450.9,False
2022-01-06,ETH,0.7386,0.0345,0.0107,-0.0329,0.7665,0.7321,3435.26,True
2022-01-07,ETH,0.7439,0.0294,0.0138,-0.0347,0.7725,0.743,3419.63,True
2022-01-08,ETH,0.7492,0.0244,0.017,-0.0365,0.7784,0.754,3403.99,True
2022-01-09,ETH,0.7545,0.0194,0.0201,-0.0383,0.7844,0.765,3388.36,True
2022-01-10,ETH,0.7598,0.0144,0.0233,-0.0401,0.7903,0.776,3372.72,True
2022-01-11,ETH,0.7651,0.0093,0.0264,-0.0419,0.7963,0.7869,3357.09,True
2022-01-12,ETH,0.7704,0.0043,0.0296,-0.0437,0.8022,0.7979,3341.45,False
2022-01-13,ETH,0.7621,0.0106,0.0247,-0.0456,0.7922,0.7816,3312.97,True
2022-01-14,ETH,0.7539,0.017,0.0198,-0.0475,0.7822,0.7653,3284.49,True
2022-01-15,ETH,0.7456,0.0233,0.0149,-0.0494,0.7722,0.749,3256.01,True
2022-01-16,ETH,0.7374,0.0296,0.0101,-0.0513,0.7623,0.7326,3227.54,True
2022-01-17,ETH,0.7291,0.0359,0.0052,-0.0532,0.7523,0.7163,3199.06,True
2022-01-18,ETH,0.7209,0.0423,0.0003,-0.0551,0.7423,0.7,3170.58,True
2022-01-19,ETH,0.7126,0.0486,-0.0046,-0.057,0.7323,0.6837,3142.1,False
2022-01-20,ETH,0.734,0.0516,-0.005,-0.0498,0.7548,0.7033,3036.69,True
2022-01-21,ETH,0.7554,0.0545,-0.0053,-0.0426,0.7774,0.7228,2931.27,True
2022-01-22,ETH,0.7768,0.0575,-0.0057,-0.0354,0.7999,0.7424,2825.86,True
2022-01-23,ETH,0.7983,0.0604,-0.0061,-0.0282,0.8224,0.762,2720.44,True
2022-01-24,ETH,0.8197,0.0634,-0.0065,-0.021,0.8449,0.7816,2615.03,True
2022-01-25,ETH,0.8411,0.0663,-0.0068,-0.0138,0.8675,0.8011,2509.61,True
2022-01-26,ETH,0.8625,0.0693,-0.0072,-0.0066,0.89,0.8207,2404.2,False
2022-01-27,ETH,0.8428,0.0775,-0.0053,-0.0141,0.8763,0.7989,2442.17,True
2022-01-28,ETH,0.8232,0.0856,-0.0034,-0.0215,0.8627,0.777,2480.14,True
2022-01-29,ETH,0.8035,0.0938,-0.0015,-0.029,0.849,0.7552,2518.11,True
2022-01-30,ETH,0.7839,0.102,0.0005,-0.0364,0.8353,0.7333,2556.09,True
2022-01-31,ETH,0.7642,0.1102,0.0024,-0.0439,0.8216,0.7115,2594.06,True
2022-02-01,ETH,0.7446,0.1183,0.0043,-0.0513,0.808,0.6896,2632.03,True
2022-02-02,ETH,0.7249,0.1265,0.0062,-0.0588,0.7943,0.6678,2670.0,False
2022-02-03,ETH,0.7177,0.1199,0.0061,-0.0568,0.7837,0.6638,2744.63,True
2022-02-04,ETH,0.7105,0.1133,0.006,-0.0549,0.7731,0.6598,2819.26,True
2022-02-05,ETH,0.7033,0.1067,0.0059,-0.0529,0.7625,0.6558,2893.89,True
2022-02-06,ETH,0.6962,0.1001,0.0057,-0.051,0.7519,0.6518,2968.51,True
2022-02-07,ETH,0.689,0.0935,0.0056,-0.049,0.7413,0.6478,3043.14,True
2022-02-08,ETH,0.6818,0.0869,0.0055,-0.0471,0.7307,0.6438,3117.77,True
2022-02-09,ETH,0.6746,0.0803,0.0054,-0.0451,0.7201,0.6398,3192.4,False
2022-02-10,ETH,0.6773,0.0746,0.0084,-0.0423,0.7229,0.6483,3180.59,True
2022-02-11,ETH,0.68,0.0689,0.0113,-0.0395,0.7258,0.6569,3168.77,True
2022-02-12,ETH,0.6827,0.0632,0.0143,-0.0367,0.7286,0.6654,3156.96,True
2022-02-13,ETH,0.6855,0.0575,0.0173,-0.0338,0.7315,0.674,3145.14,True
2022-02-14,ETH,0.6882,0.0518,0.0203,-0.031,0.7343,0.6825,3133.33,True
2022-02-15,ETH,0.6909,0.0461,0.0232,-0.0282,0.7372,0.6911,3121.51,True
2022-02-16,ETH,0.6936,0.0404,0.0262,-0.0254,0.74,0.6996,3109.7,False
2022-02-17,ETH,0.7124,0.0679,0.0268,-0.0179,0.7731,0.7052,3004.21,True
2022-02-18,ETH,0.7311,0.0954,0.0273,-0.0104,0.8061,0.7107,2898.71,True
2022-02-19,ETH,0.7499,0.1229,0.0279,-0.0029,0.8392,0.7163,2793.22,True
2022-02-20,ETH,0.7686,0.1504,0.0285,0.0047,0.8723,0.7219,2687.73,True
2022-02-21,ETH,0.7874,0.1779,0.0291,0.0122,0.9054,0.7275,2582.24,True
2022-02-22,ETH,0.8061,0.2054,0.0296,0.0197,0.9384,0.733,2476.74,True
2022-02-23,ETH,0.8249,0.2329,0.0302,0.0272,0.9715,0.7386,2371.25,False
2022-02-24,ETH,0.8186,0.2098,0.0298,0.0259,0.9532,0.7435,2448.1,True
2022-02-25,ETH,0.8124,0.1866,0.0293,0.0245,0.935,0.7484,2524.95,True
2022-02-26,ETH,0.8061,0.1635,0.0289,0.0232,0.9167,0.7533,2601.8,True
2022-02-27,ETH,0.7999,0.1403,0.0284,0.0218,0.8985,0.7581,2678.65,True
2022-02-28,ETH,0.7936,0.1172,0.028,0.0205,0.8802,0.763,2755.5,True
2022-03-01,ETH,0.7874,0.094,0.0275,0.0191,0.862,0.7679,2832.35,True
2022-03-02,ETH,0.7811,0.0709,0.0271,0.0178,0.8437,0.7728,2909.2,False
2022-03-03,ETH,0.7879,0.0703,0.0256,0.0149,0.8487,0.7784,2864.08,True
2022-03-04,ETH,0.7947,0.0697,0.0241,0.0119,0.8537,0.7839,2818.96,True
2022-03-05,ETH,0.8015,0.0691,0.0226,0.009,0.8587,0.7895,2773.84,True
2022-03-06,ETH,0.8082,0.0686,0.0211,0.006,0.8636,0.7951,2728.71,True
2022-03-07,ETH,0.815,0.068,0.0196,0.0031,0.8686,0.8007,2683.59,True
2022-03-08,ETH,0.8218,0.0674,0.0181,0.0001,0.8736,0.8062,2638.47,True
2022-03-09,ETH,0.8286,0.0668,0.0166,-0.0028,0.8786,0.8118,2593.35,False
2022-03-10,ETH,0.8291,0.0688,0.0168,-0.0042,0.8804,0.8115,2616.99,True
2022-03-11,ETH,0.8296,0.0709,0.0171,-0.0057,0.8821,0.8113,2640.62,True
2022-03-12,ETH,0.8301,0.0729,0.0173,-0.0071,0.8839,0.811,2664.26,True
2022-03-13,ETH,0.8307,0.0749,0.0176,-0.0086,0.8857,0.8108,2687.89,True
2022-03-14,ETH,0.8312,0.0769,0.0178,-0.01,0.8875,0.8105,2711.53,True
2022-03-15,ETH,0.8317,0.079,0.0181,-0.0115,0.8892,0.8103,2735.16,True
2022-03-16,ETH,0.8322,0.081,0.0183,-0.0129,0.891,0.81,2758.8,False
2022-03-17,ETH,0.819,0.0773,0.0193,-0.0153,0.877,0.7997,2798.95,True
2022-03-18,ETH,0.8059,0.0736,0.0203,-0.0176,0.8629,0.7893,2839.1,True
2022-03-19,ETH,0.7927,0.0699,0.0213,-0.02,0.8489,0.779,2879.25,True
2022-03-20,ETH,0.7795,0.0661,0.0222,-0.0223,0.8348,0.7687,2919.4,True
2022-03-21,ETH,0.7663,0.0624,0.0232,-0.0247,0.8208,0.7584,2959.55,True
2022-03-22,ETH,0.7532,0.0587,0.0242,-0.027,0.8067,0.748,2999.7,True
2022-03-23,ETH,0.74,0.055,0.0252,-0.0294,0.7927,0.7377,3039.85,False
2022-03-24,ETH,0.7289,0.0549,0.024,-0.0271,0.7804,0.7254,3091.96,True
2022-03-25,ETH,0.7177,0.0549,0.0229,-0.0247,0.768,0.7132,3144.08,True
2022-03-26,ETH,0.7066,0.0548,0.0217,-0.0224,0.7557,0.7009,3196.19,True
2022-03-27,ETH,0.6954,0.0548,0.0206,-0.02,0.7434,0.6886,3248.31,True
2022-03-28,ETH,0.6843,0.0547,0.0194,-0.0177,0.7311,0.6763,3300.42,True
2022-03-29,ETH,0.6731,0.0547,0.0183,-0.0153,0.7187,0.6641,3352.54,True
2022-03-30,ETH,0.662,0.0546,0.0171,-0.013,0.7064,0.6518,3404.65,False
2022-03-31,ETH,0.6658,0.0535,0.0147,-0.015,0.7073,0.6537,3379.16,True
2022-04-01,ETH,0.6695,0.0524,0.0124,-0.0169,0.7081,0.6557,3353.68,True
2022-04-02,ETH,0.6733,0.0513,0.01,-0.0189,0.709,0.6576,3328.19,True
2022-04-03,ETH,0.677,0.0503,0.0077,-0.0208,0.7098,0.6596,3302.71,True
2022-04-04,ETH,0.6808,0.0492,0.0053,-0.0228,0.7107,0.6615,3277.22,True
2022-04-05,ETH,0.6845,0.0481,0.003,-0.0247,0.7115,0.6635,3251.74,True
2022-04-06,ETH,0.6883,0.047,0.0006,-0.0267,0.7124,0.6654,3226.25,False
2022-04-07,ETH,0.6731,0.0451,0.0013,-0.033,0.6969,0.6518,3210.36,True
2022-04-08,ETH,0.6578,0.0432,0.002,-0.0392,0.6814,0.6382,3194.46,True
2022-04-09,ETH,0.6426,0.0413,0.0027,-0.0455,0.6659,0.6246,3178.57,True
2022-04-10,ETH,0.6273,0.0395,0.0034,-0.0517,0.6505,0.611,3162.68,True
2022-04-11,ETH,0.6121,0.0376,0.0041,-0.058,0.635,0.5974,3146.79,True
2022-04-12,ETH,0.5968,0.0357,0.0048,-0.0642,0.6195,0.5838,3130.89,True
2022-04-13,ETH,0.5816,0.0338,0.0055,-0.0705,0.604,0.5702,3115.0,False
2022-04-14,ETH,0.5879,0.0412,0.0078,-0.0627,0.6164,0.5751,3113.09,True
2022-04-15,ETH,0.5943,0.0487,0.0102,-0.055,0.6287,0.5801,3111.19,True
2022-04-16,ETH,0.6006,0.0561,0.0125,-0.0472,0.6411,0.585,3109.28,True
2022-04-17,ETH,0.6069,0.0635,0.0148,-0.0394,0.6535,0.59,3107.37,True
2022-04-18,ETH,0.6132,0.0709,0.0171,-0.0316,0.6659,0.5949,3105.46,True
2022-04-19,ETH,0.6196,0.0784,0.0195,-0.0239,0.6782,0.5999,3103.56,True
2022-04-20,ETH,0.6259,0.0858,0.0218,-0.0161,0.6906,0.6048,3101.65,False
2022-04-21,ETH,0.6305,0.0802,0.0184,-0.0162,0.689,0.6088,3073.07,True
2022-04-22,ETH,0.6351,0.0746,0.015,-0.0162,0.6874,0.6128,3044.49,True
2022-04-23,ETH,0.6397,0.069,0.0116,-0.0163,0.6858,0.6168,3015.91,True
2022-04-24,ETH,0.6443,0.0634,0.0082,-0.0164,0.6842,0.6208,2987.34,True
2022-04-25,ETH,0.6489,0.0578,0.0048,-0.0165,0.6826,0.6248,2958.76,True
2022-04-26,ETH,0.6535,0.0522,0.0014,-0.0165,0.681,0.6288,2930.18,True
2022-04-27,ETH,0.6581,0.0466,-0.002,-0.0166,0.6794,0.6328,2901.6,False
2022-04-28,ETH,0.6558,0.0529,0.0011,-0.0156,0.6833,0.6304,2906.38,True
2022-04-29,ETH,0.6536,0.0593,0.0041,-0.0145,0.6873,0.628,2911.16,True
2022-04-30,ETH,0.6513,0.0656,0.0072,-0.0135,0.6912,0.6256,2915.94,True
2022-05-01,ETH,0.649,0.0719,0.0102,-0.0125,0.6952,0.6233,2920.71,True
2022-05-02,ETH,0.6467,0.0782,0.0133,-0.0115,0.6991,0.6209,2925.49,True
2022-05-03,ETH,0.6445,0.0846,0.0163,-0.0104,0.7031,0.6185,2930.27,True
2022-05-04,ETH,0.6422,0.0909,0.0194,-0.0094,0.707,0.6161,2935.05,False
2022-05-05,ETH,0.6893,0.1513,0.0297,0.002,0.7946,0.6433,2785.48,True
2022-05-06,ETH,0.7364,0.2117,0.04,0.0134,0.8822,0.6704,2635.91,True
2022-05-07,ETH,0.7835,0.2721,0.0503,0.0248,0.9698,0.6976,2486.34,True
2022-05-08,ETH,0.8305,0.3326,0.0605,0.0362,1.0573,0.7248,2336.76,True
2022-05-09,ETH,0.8776,0.393,0.0708,0.0476,1.1449,0.752,2187.19,True
2022-05-10,ETH,0.9247,0.4534,0.0811,0.059,1.2325,0.7791,2037.62,True
2022-05-11,ETH,0.9718,0.5138,0.0914,0.0704,1.3201,0.8063,1888.05,False
2022-05-12,ETH,0.9485,0.4763,0.0876,0.0627,1.2743,0.798,1897.1,True
2022-05-13,ETH,0.9252,0.4388,0.0839,0.055,1.2284,0.7896,1906.15,True
2022-05-14,ETH,0.9019,0.4013,0.0801,0.0473,1.1826,0.7813,1915.2,True
2022-05-15,ETH,0.8785,0.3637,0.0763,0.0396,1.1367,0.773,1924.25,True
2022-05-16,ETH,0.8552,0.3262,0.0725,0.0319,1.0909,0.7647,1933.3,True
2022-05-17,ETH,0.8319,0.2887,0.0688,0.0242,1.045,0.7563,1942.35,True
