date,currency,iv_atm,skew_25d,butterfly_25d,term_spread,iv_25d_put,iv_25d_call,spot,interpolated
2020-10-23,ETH,0.5964,-0.103,0.0635,-0.0515,0.6084,0.7115,393.36,True
2020-10-24,ETH,0.5998,-0.0751,0.0583,-0.0505,0.6206,0.6958,392.14,True
2020-10-25,ETH,0.6033,-0.0472,0.0532,-0.0496,0.6329,0.68,390.91,True
2020-10-26,ETH,0.6067,-0.0193,0.048,-0.0486,0.6451,0.6643,389.69,True
2020-10-27,ETH,0.6101,0.0087,0.0429,-0.0477,0.6573,0.6486,388.47,True
2020-10-28,ETH,0.6135,0.0366,0.0377,-0.0467,0.6695,0.6329,387.25,False
2020-10-29,ETH,0.6175,0.0199,0.0404,-0.0428,0.6678,0.648,389.58,True
2020-10-30,ETH,0.6215,0.0031,0.0431,-0.0389,0.6662,0.6631,391.91,True
2020-10-31,ETH,0.6255,-0.0136,0.0458,-0.035,0.6645,0.6782,394.24,True
2020-11-01,ETH,0.6296,-0.0304,0.0485,-0.0311,0.6629,0.6932,396.56,True
2020-11-02,ETH,0.6336,-0.0471,0.0512,-0.0272,0.6612,0.7083,398.89,True
2020-11-03,ETH,0.6376,-0.0639,0.0539,-0.0233,0.6596,0.7234,401.22,True
2020-11-04,ETH,0.6416,-0.0806,0.0566,-0.0194,0.6579,0.7385,403.55,False
2020-11-05,ETH,0.6439,-0.0905,0.0437,-0.017,0.6424,0.7329,412.41,True
2020-11-06,ETH,0.6463,-0.1003,0.0308,-0.0146,0.6269,0.7272,421.26,True
2020-11-07,ETH,0.6486,-0.1102,0.0179,-0.0122,0.6114,0.7216,430.12,True
2020-11-08,ETH,0.651,-0.1201,0.0049,-0.0097,0.5959,0.716,438.98,True
2020-11-09,ETH,0.6533,-0.13,-0.008,-0.0073,0.5804,0.7104,447.84,True
2020-11-10,ETH,0.6557,-0.1398,-0.0209,-0.0049,0.5649,0.7047,456.69,True
2020-11-11,ETH,0.658,-0.1497,-0.0338,-0.0025,0.5494,0.6991,465.55,False
2020-11-12,ETH,0.6672,-0.1604,-0.0216,0.007,0.5654,0.7258,466.54,True
2020-11-13,ETH,0.6763,-0.171,-0.0093,0.0165,0.5815,0.7525,467.54,True
2020-11-14,ETH,0.6855,-0.1817,0.0029,0.026,0.5975,0.7792,468.53,True
2020-11-15,ETH,0.6946,-0.1924,0.0151,0.0355,0.6136,0.806,469.52,True
2020-11-16,ETH,0.7038,-0.2031,0.0273,0.045,0.6296,0.8327,470.51,True
2020-11-17,ETH,0.7129,-0.2137,0.0396,0.0545,0.6457,0.8594,471.51,True
2020-11-18,ETH,0.7221,-0.2244,0.0518,0.064,0.6617,0.8861,472.5,False
2020-11-19,ETH,0.7561,-0.2063,0.0486,0.0654,0.7016,0.9079,478.64,True
2020-11-20,ETH,0.7902,-0.1881,0.0454,0.0668,0.7415,0.9296,484.79,True
2020-11-21,ETH,0.8242,-0.17,0.0422,0.0682,0.7814,0.9514,490.93,True
2020-11-22,ETH,0.8582,-0.1519,0.0389,0.0695,0.8212,0.9731,497.07,True
2020-11-23,ETH,0.8922,-0.1338,0.0357,0.0709,0.8611,0.9949,503.21,True
2020-11-24,ETH,0.9263,-0.1156,0.0325,0.0723,0.901,1.0166,509.36,True
2020-11-25,ETH,0.9603,-0.0975,0.0293,0.0737,0.9409,1.0384,515.5,False
2020-11-26,ETH,0.9527,-0.0997,0.0296,0.0587,0.9325,1.0322,527.44,True
2020-11-27,ETH,0.9452,-0.1018,0.0298,0.0437,0.9241,1.0259,539.39,True
2020-11-28,ETH,0.9376,-0.104,0.0301,0.0287,0.9157,1.0197,551.33,True
2020-11-29,ETH,0.93,-0.1062,0.0304,0.0136,0.9073,1.0135,563.27,True
2020-11-30,ETH,0.9224,-0.1084,0.0307,-0.0014,0.8989,1.0073,575.21,True
2020-12-01,ETH,0.9149,-0.1105,0.0309,-0.0164,0.8905,1.001,587.16,True
2020-12-02,ETH,0.9073,-0.1127,0.0312,-0.0314,0.8821,0.9948,599.1,False
2020-12-03,ETH,0.8818,-0.1133,0.0295,-0.0334,0.8546,0.9679,594.04,True
2020-12-04,ETH,0.8563,-0.114,0.0279,-0.0353,0.8271,0.9411,588.97,True
2020-12-05,ETH,0.8308,-0.1146,0.0262,-0.0373,0.7996,0.9142,583.91,True
2020-12-06,ETH,0.8053,-0.1152,0.0245,-0.0392,0.7722,0.8874,578.84,True
2020-12-07,ETH,0.7798,-0.1158,0.0228,-0.0412,0.7447,0.8605,573.78,True
2020-12-08,ETH,0.7543,-0.1165,0.0212,-0.0431,0.7172,0.8337,568.71,True
2020-12-09,ETH,0.7288,-0.1171,0.0195,-0.0451,0.6897,0.8068,563.65,False
2020-12-10,ETH,0.7321,-0.1188,0.0218,-0.0425,0.6945,0.8133,575.88,True
2020-12-11,ETH,0.7355,-0.1204,0.024,-0.0398,0.6993,0.8197,588.11,True
2020-12-12,ETH,0.7388,-0.1221,0.0263,-0.0372,0.7041,0.8262,600.34,True
2020-12-13,ETH,0.7422,-0.1238,0.0286,-0.0345,0.7088,0.8326,612.56,True
2020-12-14,ETH,0.7455,-0.1255,0.0309,-0.0319,0.7136,0.8391,624.79,True
2020-12-15,ETH,0.7489,-0.1271,0.0331,-0.0292,0.7184,0.8455,637.02,True
2020-12-16,ETH,0.7522,-0.1288,0.0354,-0.0266,0.7232,0.852,649.25,False
2020-12-17,ETH,0.7682,-0.1241,0.0448,-0.0287,0.7509,0.875,639.4,True
2020-12-18,ETH,0.7841,-0.1194,0.0542,-0.0308,0.7786,0.898,629.55,True
2020-12-19,ETH,0.8001,-0.1147,0.0636,-0.0329,0.8063,0.921,619.7,True
2020-12-20,ETH,0.816,-0.1099,0.0729,-0.0351,0.834,0.9439,609.85,True
2020-12-21,ETH,0.832,-0.1052,0.0823,-0.0372,0.8617,0.9669,600.0,True
2020-12-22,ETH,0.8479,-0.1005,0.0917,-0.0393,0.8894,0.9899,590.15,True
2020-12-23,ETH,0.8639,-0.0958,0.1011,-0.0414,0.9171,1.0129,580.3,False
2020-12-24,ETH,0.8859,-0.0968,0.0859,-0.0314,0.9234,1.0202,604.69,True
2020-12-25,ETH,0.9078,-0.0977,0.0708,-0.0214,0.9298,1.0275,629.09,True
2020-12-26,ETH,0.9298,-0.0987,0.0556,-0.0114,0.9361,1.0348,653.48,True
2020-12-27,ETH,0.9518,-0.0997,0.0405,-0.0014,0.9424,1.0421,677.87,True
2020-12-28,ETH,0.9738,-0.1007,0.0253,0.0086,0.9487,1.0494,702.26,True
2020-12-29,ETH,0.9957,-0.1016,0.0102,0.0186,0.9551,1.0567,726.66,True
2020-12-30,ETH,1.0177,-0.1026,-0.005,0.0286,0.9614,1.064,751.05,False
2020-12-31,ETH,1.0901,-0.1498,0.0211,0.0427,1.0363,1.1861,813.54,True
2021-01-01,ETH,1.1626,-0.197,0.0472,0.0568,1.1112,1.3083,876.04,True
2021-01-02,ETH,1.235,-0.2442,0.0733,0.0709,1.1861,1.4304,938.53,True
2021-01-03,ETH,1.3074,-0.2915,0.0994,0.0851,1.2611,1.5525,1001.02,True
2021-01-04,ETH,1.3798,-0.3387,0.1255,0.0992,1.336,1.6746,1063.51,True
2021-01-05,ETH,1.4523,-0.3859,0.1516,0.1133,1.4109,1.7968,1126.01,True
2021-01-06,ETH,1.5247,-0.4331,0.1777,0.1274,1.4858,1.9189,1188.5,False
2021-01-07,ETH,1.5721,-0.3951,0.1493,0.1307,1.5238,1.9189,1183.1,True
2021-01-08,ETH,1.6195,-0.3571,0.1209,0.1341,1.5619,1.919,1177.7,True
2021-01-09,ETH,1.6669,-0.3191,0.0925,0.1374,1.5999,1.919,1172.3,True
2021-01-10,ETH,1.7144,-0.281,0.0642,0.1407,1.638,1.919,1166.9,True
2021-01-11,ETH,1.7618,-0.243,0.0358,0.144,1.676,1.919,1161.5,True
2021-01-12,ETH,1.8092,-0.205,0.0074,0.1474,1.7141,1.9191,1156.1,True
2021-01-13,ETH,1.8566,-0.167,-0.021,0.1507,1.7521,1.9191,1150.7,False
2021-01-14,ETH,1.8536,-0.1765,-0.0028,0.1438,1.7626,1.9391,1173.28,True
2021-01-15,ETH,1.8507,-0.186,0.0154,0.1369,1.7731,1.9591,1195.86,True
2021-01-16,ETH,1.8477,-0.1955,0.0336,0.13,1.7836,1.9791,1218.44,True
2021-01-17,ETH,1.8448,-0.2049,0.0518,0.1231,1.7941,1.999,1241.01,True
2021-01-18,ETH,1.8418,-0.2144,0.07,0.1162,1.8046,2.019,1263.59,True
2021-01-19,ETH,1.8389,-0.2239,0.0882,0.1093,1.8151,2.039,1286.17,True
2021-01-20,ETH,1.8359,-0.2334,0.1064,0.1024,1.8256,2.059,1308.75,False
2021-01-21,ETH,1.788,-0.2251,0.0947,0.0934,1.7701,1.9952,1305.66,True
2021-01-22,ETH,1.74,-0.2168,0.083,0.0844,1.7146,1.9314,1302.58,True
2021-01-23,ETH,1.6921,-0.2085,0.0713,0.0754,1.6591,1.8676,1299.49,True
2021-01-24,ETH,1.6441,-0.2001,0.0595,0.0664,1.6036,1.8037,1296.41,True
2021-01-25,ETH,1.5962,-0.1918,0.0478,0.0574,1.5481,1.7399,1293.32,True
2021-01-26,ETH,1.5482,-0.1835,0.0361,0.0484,1.4926,1.6761,1290.24,True
2021-01-27,ETH,1.5003,-0.1752,0.0244,0.0394,1.4371,1.6123,1287.15,False
2021-01-28,ETH,1.5174,-0.1875,0.0232,0.0487,1.4468,1.6343,1341.38,True
2021-01-29,ETH,1.5344,-0.1998,0.0219,0.0579,1.4565,1.6563,1395.61,True
2021-01-30,ETH,1.5515,-0.2121,0.0207,0.0672,1.4662,1.6783,1449.84,True
2021-01-31,ETH,1.5686,-0.2244,0.0194,0.0765,1.4758,1.7002,1504.06,True
2021-02-01,ETH,1.5857,-0.2367,0.0182,0.0858,1.4855,1.7222,1558.29,True
2021-02-02,ETH,1.6027,-0.249,0.0169,0.095,1.4952,1.7442,1612.52,True
2021-02-03,ETH,1.6198,-0.2613,0.0157,0.1043,1.5049,1.7662,1666.75,False
2021-02-04,ETH,1.5668,-0.2404,0.0098,0.0824,1.4565,1.6969,1677.25,True
2021-02-05,ETH,1.5139,-0.2196,0.004,0.0606,1.4081,1.6277,1687.75,True
2021-02-06,ETH,1.4609,-0.1987,-0.0019,0.0387,1.3597,1.5584,1698.25,True
2021-02-07,ETH,1.4079,-0.1779,-0.0077,0.0169,1.3113,1.4892,1708.75,True
2021-02-08,ETH,1.3549,-0.157,-0.0136,-0.005,1.2629,1.4199,1719.25,True
2021-02-09,ETH,1.302,-0.1362,-0.0194,-0.0268,1.2145,1.3507,1729.75,True
2021-02-10,ETH,1.249,-0.1153,-0.0253,-0.0487,1.1661,1.2814,1740.25,False
2021-02-11,ETH,1.2506,-0.1098,-0.0176,-0.0358,1.1781,1.2879,1763.93,True
2021-02-12,ETH,1.2521,-0.1043,-0.0099,-0.0229,1.1902,1.2945,1787.61,True
2021-02-13,ETH,1.2537,-0.0988,-0.0022,-0.01,1.2022,1.301,1811.29,True
2021-02-14,ETH,1.2553,-0.0932,0.0056,0.0029,1.2143,1.3075,1834.96,True
2021-02-15,ETH,1.2569,-0.0877,0.0133,0.0158,1.2263,1.314,1858.64,True
2021-02-16,ETH,1.2584,-0.0822,0.021,0.0287,1.2384,1.3206,1882.32,True
2021-02-17,ETH,1.26,-0.0767,0.0287,0.0416,1.2504,1.3271,1906.0,False
2021-02-18,ETH,1.3059,-0.0234,0.0158,0.0593,1.31,1.3334,1867.49,True
2021-02-19,ETH,1.3518,0.0299,0.0029,0.077,1.3697,1.3398,1828.97,True
2021-02-20,ETH,1.3977,0.0832,-0.01,0.0947,1.4293,1.3461,1790.46,True
2021-02-21,ETH,1.4436,0.1366,-0.0229,0.1124,1.489,1.3524,1751.94,True
2021-02-22,ETH,1.4895,0.1899,-0.0358,0.1301,1.5486,1.3587,1713.43,True
2021-02-23,ETH,1.5354,0.2432,-0.0487,0.1478,1.6083,1.3651,1674.91,True
2021-02-24,ETH,1.5813,0.2965,-0.0616,0.1655,1.6679,1.3714,1636.4,False
2021-02-25,ETH,1.5135,0.2711,-0.0454,0.1288,1.6036,1.3325,1627.3,True
2021-02-26,ETH,1.4458,0.2457,-0.0292,0.092,1.5394,1.2937,1618.2,True
2021-02-27,ETH,1.378,0.2203,-0.013,0.0553,1.4751,1.2548,1609.1,True
2021-02-28,ETH,1.3102,0.1948,0.0032,0.0185,1.4108,1.216,1600.0,True
2021-03-01,ETH,1.2424,0.1694,0.0194,-0.0182,1.3465,1.1771,1590.9,True
2021-03-02,ETH,1.1747,0.144,0.0356,-0.055,1.2823,1.1383,1581.8,True
2021-03-03,ETH,1.1069,0.1186,0.0518,-0.0917,1.218,1.0994,1572.7,False
2021-03-04,ETH,1.095,0.082,0.0502,-0.0906,1.1862,1.1043,1600.46,True
2021-03-05,ETH,1.0832,0.0454,0.0486,-0.0895,1.1545,1.1091,1628.21,True
2021-03-06,ETH,1.0713,0.0088,0.047,-0.0884,1.1227,1.114,1655.97,True
2021-03-07,ETH,1.0594,-0.0279,0.0455,-0.0872,1.091,1.1188,1683.73,True
2021-03-08,ETH,1.0475,-0.0645,0.0439,-0.0861,1.0592,1.1237,1711.49,True
2021-03-09,ETH,1.0357,-0.1011,0.0423,-0.085,1.0275,1.1285,1739.24,True
2021-03-10,ETH,1.0238,-0.1377,0.0407,-0.0839,0.9957,1.1334,1767.0,False
2021-03-11,ETH,1.0265,-0.1148,0.0377,-0.0839,1.0068,1.1216,1774.09,True
2021-03-12,ETH,1.0291,-0.0919,0.0346,-0.0839,1.0179,1.1097,1781.17,True
2021-03-13,ETH,1.0318,-0.069,0.0316,-0.0839,1.029,1.0979,1788.26,True
2021-03-14,ETH,1.0345,-0.046,0.0285,-0.084,1.04,1.0861,1795.34,True
2021-03-15,ETH,1.0372,-0.0231,0.0255,-0.084,1.0511,1.0743,1802.43,True
2021-03-16,ETH,1.0398,-0.0002,0.0224,-0.084,1.0622,1.0624,1809.51,True
2021-03-17,ETH,1.0425,0.0227,0.0194,-0.084,1.0733,1.0506,1816.6,False
2021-03-18,ETH,1.0148,0.037,0.0247,-0.0834,1.0581,1.0211,1781.87,True
2021-03-19,ETH,0.9872,0.0513,0.0301,-0.0827,1.0429,0.9916,1747.14,True
2021-03-20,ETH,0.9595,0.0656,0.0354,-0.0821,1.0277,0.9621,1712.41,True
2021-03-21,ETH,0.9318,0.0799,0.0407,-0.0814,1.0125,0.9326,1677.69,True
2021-03-22,ETH,0.9041,0.0942,0.046,-0.0808,0.9973,0.9031,1642.96,True
2021-03-23,ETH,0.8765,0.1085,0.0514,-0.0801,0.9821,0.8736,1608.23,True
2021-03-24,ETH,0.8488,0.1228,0.0567,-0.0795,0.9669,0.8441,1573.5,False
2021-03-25,ETH,0.8468,0.079,0.0502,-0.0701,0.9364,0.8575,1624.41,True
2021-03-26,ETH,0.8447,0.0352,0.0437,-0.0606,0.906,0.8708,1675.31,True
2021-03-27,ETH,0.8427,-0.0086,0.0372,-0.0512,0.8755,0.8842,1726.22,True
2021-03-28,ETH,0.8406,-0.0525,0.0307,-0.0418,0.8451,0.8975,1777.13,True
2021-03-29,ETH,0.8386,-0.0963,0.0242,-0.0324,0.8146,0.9109,1828.04,True
2021-03-30,ETH,0.8365,-0.1401,0.0177,-0.0229,0.7842,0.9242,1878.94,True
2021-03-31,ETH,0.8345,-0.1839,0.0112,-0.0135,0.7537,0.9376,1929.85,False
2021-04-01,ETH,0.8204,-0.1677,0.0207,-0.0305,0.7573,0.925,1944.11,True
2021-04-02,ETH,0.8064,-0.1516,0.0303,-0.0475,0.7608,0.9124,1958.38,True
2021-04-03,ETH,0.7923,-0.1354,0.0398,-0.0645,0.7644,0.8998,1972.64,True
2021-04-04,ETH,0.7783,-0.1193,0.0494,-0.0816,0.768,0.8873,1986.91,True
2021-04-05,ETH,0.7642,-0.1031,0.0589,-0.0986,0.7716,0.8747,2001.17,True
2021-04-06,ETH,0.7502,-0.087,0.0685,-0.1156,0.7751,0.8621,2015.44,True
2021-04-07,ETH,0.7361,-0.0708,0.078,-0.1326,0.7787,0.8495,2029.7,False
2021-04-08,ETH,0.7594,-0.0806,0.0614,-0.1231,0.7804,0.861,2093.14,True
2021-04-09,ETH,0.7826,-0.0904,0.0447,-0.1137,0.7822,0.8725,2156.59,True
2021-04-10,ETH,0.8059,-0.1002,0.0281,-0.1042,0.7839,0.884,2220.03,True
2021-04-11,ETH,0.8292,-0.1099,0.0114,-0.0948,0.7856,0.8956,2283.47,True
2021-04-12,ETH,0.8525,-0.1197,-0.0052,-0.0853,0.7873,0.9071,2346.91,True
2021-04-13,ETH,0.8757,-0.1295,-0.0219,-0.0759,0.7891,0.9186,2410.36,True
2021-04-14,ETH,0.899,-0.1393,-0.0385,-0.0664,0.7908,0.9301,2473.8,False
2021-04-15,ETH,0.8903,-0.1256,-0.033,-0.0649,0.7945,0.9201,2473.81,True
2021-04-16,ETH,0.8816,-0.1118,-0.0275,-0.0634,0.7982,0.91,2473.81,True
2021-04-17,ETH,0.8729,-0.0981,-0.022,-0.0619,0.8019,0.9,2473.82,True
2021-04-18,ETH,0.8643,-0.0843,-0.0164,-0.0603,0.8056,0.8899,2473.83,True
2021-04-19,ETH,0.8556,-0.0706,-0.0109,-0.0588,0.8093,0.8799,2473.84,True
2021-04-20,ETH,0.8469,-0.0568,-0.0054,-0.0573,0.813,0.8698,2473.84,True
2021-04-21,ETH,0.8382,-0.0431,0.0001,-0.0558,0.8167,0.8598,2473.85,False
2021-04-22,ETH,0.8373,-0.0383,-0.0025,-0.0509,0.8156,0.854,2510.96,True
2021-04-23,ETH,0.8364,-0.0336,-0.005,-0.046,0.8146,0.8481,2548.06,True
2021-04-24,ETH,0.8355,-0.0288,-0.0076,-0.0411,0.8135,0.8423,2585.17,True
2021-04-25,ETH,0.8346,-0.0241,-0.0101,-0.0363,0.8124,0.8365,2622.28,True
2021-04-26,ETH,0.8337,-0.0193,-0.0127,-0.0314,0.8113,0.8307,2659.39,True
2021-04-27,ETH,0.8328,-0.0146,-0.0152,-0.0265,0.8103,0.8248,2696.49,True
2021-04-28,ETH,0.8319,-0.0098,-0.0178,-0.0216,0.8092,0.819,2733.6,False
2021-04-29,ETH,0.8596,-0.0314,-0.0077,-0.0235,0.8362,0.8676,2835.03,True
2021-04-30,ETH,0.8872,-0.0529,0.0024,-0.0254,0.8632,0.9161,2936.46,True
2021-05-01,ETH,0.9149,-0.0745,0.0125,-0.0273,0.8902,0.9647,3037.89,True
2021-05-02,ETH,0.9426,-0.096,0.0227,-0.0293,0.9173,1.0133,3139.31,True
2021-05-03,ETH,0.9703,-0.1176,0.0328,-0.0312,0.9443,1.0619,3240.74,True
2021-05-04,ETH,0.9979,-0.1391,0.0429,-0.0331,0.9713,1.1104,3342.17,True
2021-05-05,ETH,1.0256,-0.1607,0.053,-0.035,0.9983,1.159,3443.6,False
2021-05-06,ETH,1.041,-0.1556,0.0529,-0.0364,1.0162,1.1718,3518.59,True
2021-05-07,ETH,1.0565,-0.1504,0.0529,-0.0378,1.0341,1.1845,3593.57,True
2021-05-08,ETH,1.0719,-0.1453,0.0528,-0.0392,1.052,1.1973,3668.56,True
2021-05-09,ETH,1.0873,-0.1401,0.0527,-0.0406,1.07,1.2101,3743.54,True
2021-05-10,ETH,1.1027,-0.135,0.0526,-0.042,1.0879,1.2229,3818.53,True
2021-05-11,ETH,1.1182,-0.1298,0.0526,-0.0434,1.1058,1.2356,3893.51,True
2021-05-12,ETH,1.1336,-0.1247,0.0525,-0.0448,1.1237,1.2484,3968.5,False
2021-05-13,ETH,1.1484,-0.0903,0.054,-0.0394,1.1572,1.2475,3789.93,True
2021-05-14,ETH,1.1632,-0.0559,0.0555,-0.034,1.1908,1.2467,3611.36,True
2021-05-15,ETH,1.178,-0.0215,0.057,-0.0286,1.2243,1.2458,3432.79,True
2021-05-16,ETH,1.1928,0.0129,0.0586,-0.0231,1.2578,1.2449,3254.21,True
2021-05-17,ETH,1.2076,0.0473,0.0601,-0.0177,1.2913,1.244,3075.64,True
2021-05-18,ETH,1.2224,0.0817,0.0616,-0.0123,1.3249,1.2432,2897.07,True
2021-05-19,ETH,1.2372,0.1161,0.0631,-0.0069,1.3584,1.2423,2718.5,False
2021-05-20,ETH,1.2726,0.1343,0.0514,0.0007,1.3912,1.2569,2721.25,True
2021-05-21,ETH,1.3081,0.1525,0.0397,0.0082,1.4241,1.2716,2724.0,True
2021-05-22,ETH,1.3435,0.1707,0.028,0.0158,1.4569,1.2862,2726.75,True
2021-05-23,ETH,1.3789,0.1888,0.0164,0.0234,1.4897,1.3009,2729.5,True
2021-05-24,ETH,1.4143,0.207,0.0047,0.031,1.5225,1.3155,2732.25,True
2021-05-25,ETH,1.4498,0.2252,-0.007,0.0385,1.5554,1.3302,2735.0,True
2021-05-26,ETH,1.4852,0.2434,-0.0187,0.0461,1.5882,1.3448,2737.75,False
2021-05-27,ETH,1.4611,0.2268,-0.0149,0.0387,1.5596,1.3328,2749.62,True
2021-05-28,ETH,1.4371,0.2102,-0.0112,0.0313,1.531,1.3208,2761.49,True
2021-05-29,ETH,1.413,0.1936,-0.0074,0.0239,1.5024,1.3088,2773.36,True
2021-05-30,ETH,1.3889,0.1771,-0.0036,0.0166,1.4739,1.2968,2785.24,True
2021-05-31,ETH,1.3648,0.1605,0.0002,0.0092,1.4453,1.2848,2797.11,True
2021-06-01,ETH,1.3408,0.1439,0.0039,0.0018,1.4167,1.2728,2808.98,True
2021-06-02,ETH,1.3167,0.1273,0.0077,-0.0056,1.3881,1.2608,2820.85,False
2021-06-03,ETH,1.306,0.1124,0.0106,-0.016,1.3728,1.2604,2781.86,True
2021-06-04,ETH,1.2952,0.0975,0.0135,-0.0264,1.3575,1.26,2742.86,True
2021-06-05,ETH,1.2845,0.0826,0.0164,-0.0368,1.3422,1.2596,2703.87,True
2021-06-06,ETH,1.2738,0.0677,0.0192,-0.0471,1.3269,1.2592,2664.88,True
2021-06-07,ETH,1.2631,0.0528,0.0221,-0.0575,1.3116,1.2588,2625.89,True
2021-06-08,ETH,1.2523,0.0379,0.025,-0.0679,1.2963,1.2584,2586.89,True
2021-06-09,ETH,1.2416,0.023,0.0279,-0.0783,1.281,1.258,2547.9,False
2021-06-10,ETH,1.2053,0.0262,0.0242,-0.0732,1.2426,1.2164,2532.82,True
2021-06-11,ETH,1.1691,0.0293,0.0205,-0.068,1.2042,1.1749,2517.74,True
2021-06-12,ETH,1.1328,0.0325,0.0168,-0.0629,1.1658,1.1333,2502.66,True
2021-06-13,ETH,1.0965,0.0357,0.013,-0.0577,1.1274,1.0917,2487.59,True
2021-06-14,ETH,1.0602,0.0389,0.0093,-0.0526,1.089,1.0501,2472.51,True
2021-06-15,ETH,1.024,0.042,0.0056,-0.0474,1.0506,1.0086,2457.43,True
2021-06-16,ETH,0.9877,0.0452,0.0019,-0.0423,1.0122,0.967,2442.35,False
2021-06-17,ETH,1.0127,0.0459,-0.0009,-0.0324,1.0347,0.9888,2367.75,True
2021-06-18,ETH,1.0377,0.0466,-0.0038,-0.0225,1.0572,1.0107,2293.15,True
2021-06-19,ETH,1.0627,0.0473,-0.0066,-0.0126,1.0797,1.0325,2218.55,True
2021-06-20,ETH,1.0877,0.0479,-0.0094,-0.0026,1.1023,1.0543,2143.95,True
2021-06-21,ETH,1.1127,0.0486,-0.0122,0.0073,1.1248,1.0761,2069.35,True
2021-06-22,ETH,1.1377,0.0493,-0.0151,0.0172,1.1473,1.098,1994.75,True
2021-06-23,ETH,1.1627,0.05,-0.0179,0.0271,1.1698,1.1198,1920.15,False
2021-06-24,ETH,1.1382,0.0602,-0.0089,0.0204,1.1594,1.0992,1949.9,True
2021-06-25,ETH,1.1138,0.0705,0.0,0.0138,1.1491,1.0786,1979.65,True
2021-06-26,ETH,1.0893,0.0807,0.009,0.0071,1.1387,1.058,2009.4,True
2021-06-27,ETH,1.0649,0.091,0.018,0.0005,1.1284,1.0374,2039.15,True
2021-06-28,ETH,1.0404,0.1012,0.027,-0.0062,1.118,1.0168,2068.9,True
2021-06-29,ETH,1.016,0.1115,0.0359,-0.0128,1.1077,0.9962,2098.65,True
2021-06-30,ETH,0.9915,0.1217,0.0449,-0.0195,1.0973,0.9756,2128.4,False
2021-07-01,ETH,0.9891,0.1327,0.042,-0.0192,1.0974,0.9647,2135.91,True
2021-07-02,ETH,0.9866,0.1437,0.039,-0.0189,1.0976,0.9538,2143.41,True
2021-07-03,ETH,0.9842,0.1547,0.0361,-0.0186,1.0977,0.9429,2150.92,True
2021-07-04,ETH,0.9817,0.1658,0.0332,-0.0183,1.0978,0.9321,2158.43,True
2021-07-05,ETH,0.9793,0.1768,0.0303,-0.018,1.0979,0.9212,2165.94,True
2021-07-06,ETH,0.9768,0.1878,0.0273,-0.0177,1.0981,0.9103,2173.44,True
2021-07-07,ETH,0.9744,0.1988,0.0244,-0.0174,1.0982,0.8994,2180.95,False
2021-07-08,ETH,0.969,0.195,0.0237,-0.0191,1.0902,0.8952,2148.24,True
2021-07-09,ETH,0.9636,0.1911,0.023,-0.0207,1.0822,0.8911,2115.52,True
2021-07-10,ETH,0.9582,0.1873,0.0223,-0.0224,1.0742,0.8869,2082.81,True
2021-07-11,ETH,0.9529,0.1835,0.0217,-0.024,1.0663,0.8828,2050.09,True
2021-07-12,ETH,0.9475,0.1797,0.021,-0.0257,1.0583,0.8786,2017.38,True
2021-07-13,ETH,0.9421,0.1758,0.0203,-0.0273,1.0503,0.8745,1984.66,True
2021-07-14,ETH,0.9367,0.172,0.0196,-0.029,1.0423,0.8703,1951.95,False
2021-07-15,ETH,0.9424,0.1479,0.0186,-0.0266,1.035,0.8871,1957.54,True
2021-07-16,ETH,0.9481,0.1239,0.0177,-0.0242,1.0277,0.9038,1963.14,True
2021-07-17,ETH,0.9538,0.0998,0.0167,-0.0218,1.0204,0.9206,1968.73,True
2021-07-18,ETH,0.9594,0.0757,0.0157,-0.0193,1.013,0.9373,1974.32,True
2021-07-19,ETH,0.9651,0.0516,0.0147,-0.0169,1.0057,0.9541,1979.91,True
2021-07-20,ETH,0.9708,0.0276,0.0138,-0.0145,0.9984,0.9708,1985.51,True
2021-07-21,ETH,0.9765,0.0035,0.0128,-0.0121,0.9911,0.9876,1991.1,False
2021-07-22,ETH,0.9806,-0.0063,0.0151,-0.0086,0.9926,0.9989,2034.57,True
2021-07-23,ETH,0.9847,-0.0161,0.0174,-0.005,0.994,1.0102,2078.04,True
2021-07-24,ETH,0.9888,-0.0259,0.0197,-0.0015,0.9955,1.0215,2121.51,True
2021-07-25,ETH,0.9928,-0.0358,0.022,0.002,0.997,1.0327,2164.99,True
2021-07-26,ETH,0.9969,-0.0456,0.0243,0.0055,0.9985,1.044,2208.46,True
2021-07-27,ETH,1.001,-0.0554,0.0266,0.0091,0.9999,1.0553,2251.93,True
2021-07-28,ETH,1.0051,-0.0652,0.0289,0.0126,1.0014,1.0666,2295.4,False
2021-07-29,ETH,1.001,-0.0679,0.0341,0.0117,1.0012,1.0691,2350.3,True
2021-07-30,ETH,0.997,-0.0705,0.0393,0.0108,1.001,1.0715,2405.2,True
2021-07-31,ETH,0.9929,-0.0732,0.0445,0.0099,1.0008,1.074,2460.1,True
2021-08-01,ETH,0.9888,-0.0758,0.0497,0.0091,1.0006,1.0764,2515.0,True
2021-08-02,ETH,0.9847,-0.0785,0.0549,0.0082,1.0004,1.0789,2569.9,True
2021-08-03,ETH,0.9807,-0.0811,0.0601,0.0073,1.0002,1.0813,2624.8,True
2021-08-04,ETH,0.9766,-0.0838,0.0653,0.0064,1.0,1.0838,2679.7,False
