timestamp,rv
1735718400,
1735804800,
1735891200,
1735977600,
1736064000,
1736150400,
1736236800,
1736323200,
1736409600,
1736496000,
1736582400,
1736668800,
1736755200,
1736841600,
1736928000,
1737014400,
1737100800,
1737187200,
1737273600,
1737360000,
1737446400,
1737532800,0.57
1737619200,0.6038
1737705600,0.5768
1737792000,0.5788
1737878400,0.6665
1737964800,0.6948
1738051200,0.5927
1738137600,0.5907
1738224000,0.5947
1738310400,0.5912
1738396800,0.6345
1738483200,0.9345
1738569600,0.95
1738656000,0.9503
1738742400,0.933
1738828800,0.9439
1738915200,0.9458
1739001600,0.9503
1739088000,0.9321
1739174400,0.9394
1739260800,0.9419
1739347200,0.9525
1739433600,0.9257
1739520000,0.9236
1739606400,0.9184
1739692800,0.8592
1739779200,0.8351
1739865600,0.8397
1739952000,0.8388
1740038400,0.8361
1740124800,0.8353
1740211200,0.8466
1740297600,0.4881
1740384000,0.7473
1740470400,0.7723
1740556800,0.7835
1740643200,0.8853
1740729600,0.9264
1740816000,0.9226
1740902400,0.9819
1740988800,1.1158
1741075200,1.1503
1741161600,1.1567
1741248000,1.1633
1741334400,1.1643
1741420800,1.1716
1741507200,1.1837
1741593600,1.2223
1741680000,1.2188
1741766400,1.2136
1741852800,1.2144
1741939200,1.2207
1742025600,1.1883
1742112000,1.1854
1742198400,1.0599
1742284800,1.0365
1742371200,1.0412
1742457600,0.9362
1742544000,0.8991
1742630400,0.9021
1742716800,0.8525
1742803200,0.6291
1742889600,0.5728
1742976000,0.5522
1743062400,0.5793
1743148800,0.5746
1743235200,0.5656
1743321600,0.5372
1743408000,0.433
1743494400,0.4335
1743580800,0.4397
1743667200,0.4366
1743753600,0.4313
1743840000,0.4308
1743926400,0.961
1744012800,1.0255
1744099200,1.0388
1744185600,1.0787
1744272000,1.0807
1744358400,1.0862
1744444800,1.0897
1744531200,1.0806
1744617600,1.0828
1744704000,1.0919
1744790400,1.1021
1744876800,1.0809
1744963200,1.0836
1745049600,1.0817
1745136000,1.09
1745222400,1.0799
1745308800,1.1699
1745395200,1.1675
1745481600,1.1687
1745568000,1.1701
1745654400,1.1696
1745740800,0.7283
1745827200,0.6729
1745913600,0.6198
1746000000,0.5537
1746086400,0.5344
1746172800,0.5321
1746259200,0.5291
1746345600,0.5314
1746432000,0.5359
1746518400,0.482
1746604800,0.506
1746691200,0.95
1746777600,0.9494
1746864000,0.9457
1746950400,0.9461
1747036800,0.9651
1747123200,0.9252
1747209600,0.9463
1747296000,0.9468
1747382400,0.98
1747468800,0.9789
1747555200,1.0079
1747641600,1.0205
1747728000,1.0129
1747814400,1.014
1747900800,1.0131
1747987200,1.0426
1748073600,1.0533
1748160000,1.0516
1748246400,1.045
1748332800,1.0453
1748419200,1.0402
1748505600,0.6719
1748592000,0.694
1748678400,0.684
1748764800,0.67
1748851200,0.6713
1748937600,0.6028
1749024000,0.576
1749110400,0.6167
1749196800,0.5955
1749283200,0.5961
1749369600,0.5671
1749456000,0.6038
1749542400,0.6254
1749628800,0.6201
1749715200,0.7094
1749801600,0.6882
1749888000,0.6826
1749974400,0.687
1750060800,0.6901
1750147200,0.6925
1750233600,0.6727
1750320000,0.6549
1750406400,0.6681
1750492800,0.7204
1750579200,0.7202
1750665600,0.7435
1750752000,0.7497
1750838400,0.7547
1750924800,0.7174
1751011200,0.7142
1751097600,0.7132
1751184000,0.7162
1751270400,0.6427
1751356800,0.6107
1751443200,0.6692
1751529600,0.5846
1751616000,0.5847
1751702400,0.5846
1751788800,0.5696
1751875200,0.5665
1751961600,0.5722
1752048000,0.6236
1752134400,0.6663
1752220800,0.6197
1752307200,0.5258
1752393600,0.523
1752480000,0.5081
1752566400,0.5486
1752652800,0.6295
1752739200,0.6208
1752825600,0.6254
1752912000,0.623
1752998400,0.6248
1753084800,0.6501
1753171200,0.6454
1753257600,0.6409
1753344000,0.6159
1753430400,0.61
1753516800,0.6057
1753603200,0.6078
1753689600,0.6029
1753776000,0.6215
1753862400,0.5905
1753948800,0.6274
1754035200,0.6551
1754121600,0.6632
1754208000,0.6634
1754294400,0.6512
1754380800,0.6107
1754467200,0.5054
1754553600,0.5231
1754640000,0.5746
1754726400,0.5683
1754812800,0.5617
1754899200,0.5395
1754985600,0.5966
1755072000,0.5809
1755158400,0.6003
1755244800,0.6335
1755331200,0.6338
1755417600,0.6665
1755504000,0.6667
1755590400,0.6635
1755676800,0.671
1755763200,0.6135
1755849600,0.6596
1755936000,0.6454
1756022400,0.6769
1756108800,0.7052
1756195200,0.7117
1756281600,0.7117
1756368000,0.721
1756454400,0.6747
1756540800,0.6758
1756627200,0.6709
1756713600,0.6759
1756800000,0.607
1756886400,0.5984
1756972800,0.5949
1757059200,0.5778
1757145600,0.5775
1757232000,0.5399
1757318400,0.5432
