timestamp,rv
1735718400,
1735804800,
1735891200,
1735977600,
1736064000,
1736150400,
1736236800,
1736323200,
1736409600,
1736496000,
1736582400,
1736668800,
1736755200,
1736841600,
1736928000,
1737014400,
1737100800,
1737187200,
1737273600,
1737360000,
1737446400,
1737532800,0.4765
1737619200,0.4836
1737705600,0.4802
1737792000,0.4802
1737878400,0.5435
1737964800,0.5578
1738051200,0.4868
1738137600,0.4759
1738224000,0.4782
1738310400,0.488
1738396800,0.5031
1738483200,0.5369
1738569600,0.5505
1738656000,0.5418
1738742400,0.5305
1738828800,0.5281
1738915200,0.5242
1739001600,0.5158
1739088000,0.5075
1739174400,0.469
1739260800,0.4536
1739347200,0.4459
1739433600,0.4345
1739520000,0.4358
1739606400,0.4339
1739692800,0.3635
1739779200,0.3214
1739865600,0.3222
1739952000,0.3086
1740038400,0.3163
1740124800,0.3168
1740211200,0.3014
1740297600,0.2416
1740384000,0.3501
1740470400,0.3502
1740556800,0.3611
1740643200,0.4899
1740729600,0.5873
1740816000,0.5922
1740902400,0.6686
1740988800,0.7917
1741075200,0.8275
1741161600,0.8494
1741248000,0.857
1741334400,0.86
1741420800,0.86
1741507200,0.8741
1741593600,0.8767
1741680000,0.8864
1741766400,0.8851
1741852800,0.8804
1741939200,0.8865
1742025600,0.887
1742112000,0.8871
1742198400,0.841
1742284800,0.8409
1742371200,0.8455
1742457600,0.7665
1742544000,0.7115
1742630400,0.7073
1742716800,0.6543
1742803200,0.4769
1742889600,0.4308
1742976000,0.3923
1743062400,0.3833
1743148800,0.3762
1743235200,0.3773
1743321600,0.3341
1743408000,0.3269
1743494400,0.3144
1743580800,0.3164
1743667200,0.313
1743753600,0.3032
1743840000,0.3031
1743926400,0.5154
1744012800,0.5775
1744099200,0.5843
1744185600,0.6079
1744272000,0.6013
1744358400,0.6156
1744444800,0.6167
1744531200,0.602
1744617600,0.6048
1744704000,0.6087
1744790400,0.6129
1744876800,0.6035
1744963200,0.5995
1745049600,0.5987
1745136000,0.6078
1745222400,0.6052
1745308800,0.6526
1745395200,0.6584
1745481600,0.6605
1745568000,0.6587
1745654400,0.6588
1745740800,0.4653
1745827200,0.4198
1745913600,0.3994
1746000000,0.359
1746086400,0.3563
1746172800,0.344
1746259200,0.3473
1746345600,0.3549
1746432000,0.3551
1746518400,0.3362
1746604800,0.3411
1746691200,0.3691
1746777600,0.3704
1746864000,0.3694
1746950400,0.3573
1747036800,0.3726
1747123200,0.287
1747209600,0.2829
1747296000,0.2838
1747382400,0.2847
1747468800,0.2812
1747555200,0.2849
1747641600,0.2902
1747728000,0.2905
1747814400,0.3265
1747900800,0.3282
1747987200,0.3591
1748073600,0.357
1748160000,0.3554
1748246400,0.3563
1748332800,0.3494
1748419200,0.3449
1748505600,0.3232
1748592000,0.3277
1748678400,0.328
1748764800,0.3285
1748851200,0.3195
1748937600,0.3171
1749024000,0.3083
1749110400,0.3042
1749196800,0.3122
1749283200,0.3125
1749369600,0.3108
1749456000,0.3332
1749542400,0.3288
1749628800,0.2859
1749715200,0.3028
1749801600,0.2804
1749888000,0.281
1749974400,0.2705
1750060800,0.27
1750147200,0.2774
1750233600,0.2758
1750320000,0.257
1750406400,0.2692
1750492800,0.2712
1750579200,0.2668
1750665600,0.2974
1750752000,0.3042
1750838400,0.3052
1750924800,0.3024
1751011200,0.2958
1751097600,0.2953
1751184000,0.2953
1751270400,0.2581
1751356800,0.2578
1751443200,0.2629
1751529600,0.2386
1751616000,0.2409
1751702400,0.2407
1751788800,0.2359
1751875200,0.2371
1751961600,0.2238
1752048000,0.24
1752134400,0.3234
1752220800,0.3009
1752307200,0.2931
1752393600,0.3181
1752480000,0.3887
1752566400,0.3874
1752652800,0.3866
1752739200,0.3822
1752825600,0.3877
1752912000,0.3879
1752998400,0.3886
1753084800,0.3931
1753171200,0.3926
1753257600,0.3866
1753344000,0.4069
1753430400,0.41
1753516800,0.4098
1753603200,0.4093
1753689600,0.4074
1753776000,0.41
1753862400,0.4011
1753948800,0.3551
1754035200,0.3568
1754121600,0.3564
1754208000,0.3121
1754294400,0.2361
1754380800,0.2292
1754467200,0.2308
1754553600,0.2402
1754640000,0.2367
1754726400,0.2399
1754812800,0.2698
1754899200,0.2804
1754985600,0.2809
1755072000,0.2904
1755158400,0.2822
1755244800,0.2774
1755331200,0.2765
1755417600,0.2922
1755504000,0.2921
1755590400,0.2955
1755676800,0.2952
1755763200,0.2676
1755849600,0.283
1755936000,0.285
1756022400,0.3093
1756108800,0.3113
1756195200,0.3118
1756281600,0.3259
1756368000,0.3357
1756454400,0.3386
1756540800,0.3354
1756627200,0.3027
1756713600,0.2978
1756800000,0.2998
1756886400,0.2844
1756972800,0.2941
1757059200,0.2997
1757145600,0.2985
1757232000,0.2855
1757318400,0.2945
