timestamp,close
1735718400,3417.0
1735804800,3430.2
1735891200,3592.1
1735977600,3632.45
1736064000,3651.1
1736150400,3667.15
1736236800,3351.7
1736323200,3286.25
1736409600,3296.0
1736496000,3233.8
1736582400,3265.9
1736668800,3198.75
1736755200,3171.0
1736841600,3232.1
1736928000,3385.45
1737014400,3374.75
1737100800,3287.45
1737187200,3270.75
1737273600,3379.0
1737360000,3252.15
1737446400,3287.75
1737532800,3230.8
1737619200,3380.45
1737705600,3290.05
1737792000,3339.4
1737878400,3069.45
1737964800,3194.8
1738051200,3155.05
1738137600,3191.05
1738224000,3241.05
1738310400,3278.55
1738396800,3100.3
1738483200,2622.8
1738569600,2706.7
1738656000,2760.05
1738742400,2833.35
1738828800,2712.4
1738915200,2628.7
1739001600,2660.9
1739088000,2636.0
1739174400,2713.5
1739260800,2617.9
1739347200,2682.0
1739433600,2699.55
1739520000,2697.25
1739606400,2695.1
1739692800,2681.5
1739779200,2671.4
1739865600,2706.85
1739952000,2731.5
1740038400,2756.7
1740124800,2683.3
1740211200,2825.3
1740297600,2720.95
1740384000,2367.85
1740470400,2480.45
1740556800,2354.25
1740643200,2103.75
1740729600,2228.0
1740816000,2220.75
1740902400,2386.7
1740988800,2078.3
1741075200,2206.35
1741161600,2285.0
1741248000,2191.95
1741334400,2136.75
1741420800,2183.15
1741507200,2074.3
1741593600,1902.95
1741680000,1910.15
1741766400,1871.25
1741852800,1892.0
1741939200,1918.0
1742025600,1925.6
1742112000,1900.25
1742198400,1904.2
1742284800,1931.25
1742371200,2007.05
1742457600,1975.2
1742544000,1983.35
1742630400,2007.9
1742716800,2069.35
1742803200,2055.0
1742889600,2069.75
1742976000,2026.25
1743062400,1907.65
1743148800,1879.5
1743235200,1836.45
1743321600,1797.9
1743408000,1854.25
1743494400,1864.95
1743580800,1814.95
1743667200,1818.1
1743753600,1811.8
1743840000,1797.3
1743926400,1458.15
1744012800,1569.9
1744099200,1482.8
1744185600,1594.75
1744272000,1551.65
1744358400,1581.0
1744444800,1612.8
1744531200,1635.05
1744617600,1644.2
1744704000,1563.85
1744790400,1601.6
1744876800,1583.5
1744963200,1600.45
1745049600,1597.4
1745136000,1645.7
1745222400,1619.55
1745308800,1792.75
1745395200,1757.0
1745481600,1777.6
1745568000,1800.9
1745654400,1803.75
1745740800,1805.2
1745827200,1822.05
1745913600,1796.6
1746000000,1811.0
1746086400,1816.7
1746172800,1826.5
1746259200,1840.95
1746345600,1826.05
1746432000,1805.25
1746518400,1838.45
1746604800,1928.05
1746691200,2364.0
1746777600,2400.55
1746864000,2472.95
1746950400,2553.65
1747036800,2460.35
1747123200,2640.75
1747209600,2531.7
1747296000,2601.45
1747382400,2493.3
1747468800,2509.7
1747555200,2403.55
1747641600,2532.9
1747728000,2553.0
1747814400,2636.0
1747900800,2655.5
1747987200,2546.6
1748073600,2494.7
1748160000,2582.3
1748246400,2606.6
1748332800,2636.45
1748419200,2732.25
1748505600,2621.05
1748592000,2521.65
1748678400,2510.0
1748764800,2507.25
1748851200,2610.7
1748937600,2629.95
1749024000,2605.25
1749110400,2455.2
1749196800,2493.15
1749283200,2515.55
1749369600,2492.9
1749456000,2679.1
1749542400,2793.6
1749628800,2741.7
1749715200,2527.75
1749801600,2538.05
1749888000,2529.2
1749974400,2629.85
1750060800,2583.5
1750147200,2533.8
1750233600,2519.5
1750320000,2551.0
1750406400,2426.9
1750492800,2271.0
1750579200,2259.7
1750665600,2394.2
1750752000,2445.95
1750838400,2491.8
1750924800,2441.65
1751011200,2432.75
1751097600,2441.5
1751184000,2482.4
1751270400,2466.1
1751356800,2447.35
1751443200,2601.95
1751529600,2536.0
1751616000,2522.45
1751702400,2518.0
1751788800,2580.0
1751875200,2553.25
1751961600,2625.9
1752048000,2794.0
1752134400,2970.85
1752220800,2964.3
1752307200,2965.25
1752393600,3045.85
1752480000,2977.4
1752566400,3164.1
1752652800,3449.15
1752739200,3609.5
1752825600,3574.2
1752912000,3672.0
1752998400,3789.65
1753084800,3677.85
1753171200,3676.25
1753257600,3593.75
1753344000,3631.85
1753430400,3743.6
1753516800,3770.45
1753603200,3894.4
1753689600,3877.3
1753776000,3809.1
1753862400,3862.35
1753948800,3648.4
1754035200,3517.5
1754121600,3456.0
1754208000,3550.95
1754294400,3612.75
1754380800,3639.2
1754467200,3703.75
1754553600,3917.1
1754640000,4173.55
1754726400,4186.15
1754812800,4277.1
1754899200,4316.0
1754985600,4627.45
1755072000,4751.1
1755158400,4643.35
1755244800,4454.3
1755331200,4469.0
1755417600,4256.45
1755504000,4234.15
1755590400,4185.45
1755676800,4312.75
1755763200,4329.05
1755849600,4713.5
1755936000,4758.7
1756022400,4591.15
1756108800,4430.0
1756195200,4579.15
1756281600,4595.9
1756368000,4383.15
1756454400,4400.7
1756540800,4451.75
1756627200,4463.3
1756713600,4377.9
1756800000,4310.25
1756886400,4374.05
1756972800,4415.25
1757059200,4312.1
1757145600,4294.0
1757232000,4291.55
1757318400,4361.65
1757404800,4328.8
1757491200,4442.8
1757577600,4527.35
1757664000,4714.45
1757750400,4653.05
1757836800,4600.3
1757923200,4513.7
1758009600,4544.8
1758096000,4577.7
1758182400,4540.4
1758268800,4484.65
1758355200,4479.7
1758441600,4193.05
1758528000,4205.65
1758614400,4175.05
1758700800,4008.6
1758787200,3944.25
1758873600,4012.0
1758960000,4016.55
1759046400,4110.55
1759132800,4185.65
1759219200,4148.2
1759305600,4380.15
1759392000,4464.95
1759478400,4501.75
1759564800,4606.9
1759651200,4535.35
1759737600,4682.85
1759824000,4464.45
1759910400,4426.95
1759996800,4325.35
1760083200,3761.7
1760169600,3831.35
1760256000,4180.45
1760342400,3982.0
1760428800,4125.35
1760515200,4005.4
1760601600,3756.55
1760688000,3893.95
1760774400,3889.3
1760860800,4057.2
1760947200,3894.75
1761033600,3871.05
1761120000,3882.4
1761206400,3950.85
1761292800,3928.8
1761379200,3953.25
1761465600,4203.65
1761552000,4118.45
1761638400,4026.05
1761724800,3940.5
1761811200,3829.6
1761897600,3859.2
1761984000,3906.65
1762070400,3714.4
1762156800,3494.0
1762243200,3331.05
1762329600,3380.75
1762416000,3356.35
1762502400,3446.15
1762588800,3423.6
1762675200,3609.55
1762761600,3544.45
1762848000,3429.2
1762934400,3537.95
1763020800,3210.9
1763107200,3175.3
1763193600,3218.15
1763280000,3197.75
1763366400,3022.95
1763452800,3083.75
1763539200,3037.2
1763625600,2716.1
1763712000,2754.75
1763798400,2792.5
1763884800,2828.7
1763971200,2901.95
1764057600,2943.3
1764144000,3034.0
1764230400,3001.15
1764316800,3004.85
1764403200,3005.8
1764489600,2841.3
1764576000,2805.0
1764662400,3059.0
1764748800,3192.0
1764835200,3173.45
1764921600,3026.2
1765008000,3038.15
1765094400,3134.45
1765180800,3123.0
1765267200,3328.75
1765353600,3201.45
1765440000,3245.25
1765526400,3092.7
1765612800,3117.0
1765699200,3129.55
1765785600,2922.85
1765872000,2947.55
1765958400,2834.45
1766044800,2950.3
1766131200,2982.0
1766217600,2981.15
1766304000,3030.4
1766390400,2963.0
1766476800,2931.2
1766563200,2941.0
1766649600,2956.2
1766736000,2932.3
1766822400,2938.35
1766908800,3017.3
1766995200,2947.8
1767081600,2974.5
1767168000,2974.45
