timestamp,rv
1672560000,
1672646400,
1672732800,
1672819200,
1672905600,
1672992000,
1673078400,
1673164800,
1673251200,
1673337600,
1673424000,
1673510400,
1673596800,
1673683200,
1673769600,
1673856000,
1673942400,
1674028800,
1674115200,
1674201600,
1674288000,
1674374400,0.5524
1674460800,0.5534
1674547200,0.613
1674633600,0.6173
1674720000,0.6222
1674806400,0.6226
1674892800,0.622
1674979200,0.6132
1675065600,0.6346
1675152000,0.6366
1675238400,0.6495
1675324800,0.6573
1675411200,0.5252
1675497600,0.5193
1675584000,0.5221
1675670400,0.5221
1675756800,0.5316
1675843200,0.524
1675929600,0.5647
1676016000,0.4958
1676102400,0.4955
1676188800,0.4946
1676275200,0.4952
1676361600,0.4644
1676448000,0.5661
1676534400,0.5692
1676620800,0.576
1676707200,0.5759
1676793600,0.5701
1676880000,0.5538
1676966400,0.5775
1677052800,0.532
1677139200,0.5293
1677225600,0.5406
1677312000,0.5396
1677398400,0.5429
1677484800,0.5449
1677571200,0.5384
1677657600,0.524
1677744000,0.5199
1677830400,0.5119
1677916800,0.5114
1678003200,0.5115
1678089600,0.5092
1678176000,0.5
1678262400,0.3453
1678348800,0.4786
1678435200,0.4649
1678521600,0.4938
1678608000,0.6462
1678694400,0.6662
1678780800,0.6544
1678867200,0.6667
1678953600,0.6827
1679040000,0.7027
1679126400,0.7121
1679212800,0.7083
1679299200,0.7238
1679385600,0.7324
1679472000,0.7406
1679558400,0.718
1679644800,0.7432
1679731200,0.743
1679817600,0.7419
1679904000,0.7479
1679990400,0.7638
1680076800,0.7608
1680163200,0.6495
1680249600,0.6495
1680336000,0.6456
1680422400,0.5402
1680508800,0.5225
1680595200,0.5577
1680681600,0.5433
1680768000,0.5321
1680854400,0.4828
1680940800,0.4804
1681027200,0.482
1681113600,0.4722
1681200000,0.4724
1681286400,0.4705
1681372800,0.5849
1681459200,0.5518
1681545600,0.5522
1681632000,0.5538
1681718400,0.5427
1681804800,0.5245
1681891200,0.5988
1681977600,0.6008
1682064000,0.6255
1682150400,0.6275
1682236800,0.6282
1682323200,0.6314
1682409600,0.5977
1682496000,0.5958
1682582400,0.5963
1682668800,0.5962
1682755200,0.5894
1682841600,0.6001
1682928000,0.5828
1683014400,0.5766
1683100800,0.5696
1683187200,0.3997
1683273600,0.4321
1683360000,0.4435
1683446400,0.4553
1683532800,0.4534
1683619200,0.4526
1683705600,0.3779
1683792000,0.4057
1683878400,0.3892
1683964800,0.3843
1684051200,0.3837
1684137600,0.3776
1684224000,0.3625
1684310400,0.3615
1684396800,0.354
1684483200,0.3544
1684569600,0.3549
1684656000,0.3355
1684742400,0.3491
1684828800,0.3539
1684915200,0.351
1685001600,0.3658
1685088000,0.3325
1685174400,0.3184
1685260800,0.3179
1685347200,0.3179
1685433600,0.324
1685520000,0.3255
1685606400,0.2816
1685692800,0.2675
1685779200,0.268
1685865600,0.2721
1685952000,0.3076
1686038400,0.3355
1686124800,0.3421
1686211200,0.3381
1686297600,0.417
1686384000,0.4204
1686470400,0.4215
1686556800,0.4081
1686643200,0.3992
1686729600,0.4686
1686816000,0.4675
1686902400,0.5064
1686988800,0.5042
1687075200,0.4845
1687161600,0.4855
1687248000,0.5278
1687334400,0.5722
1687420800,0.5724
1687507200,0.5711
1687593600,0.575
1687680000,0.5739
1687766400,0.5564
1687852800,0.5413
1687939200,0.5365
1688025600,0.5438
1688112000,0.4809
1688198400,0.4809
1688284800,0.4865
1688371200,0.491
1688457600,0.492
1688544000,0.3971
1688630400,0.4325
1688716800,0.3985
1688803200,0.3954
1688889600,0.3964
1688976000,0.3991
1689062400,0.3523
1689148800,0.2782
1689235200,0.379
1689321600,0.3973
1689408000,0.3943
1689494400,0.3912
1689580800,0.3953
1689667200,0.3916
1689753600,0.3911
1689840000,0.3847
1689926400,0.3775
1690012800,0.3789
1690099200,0.3582
1690185600,0.3594
1690272000,0.3593
1690358400,0.3624
1690444800,0.3301
1690531200,0.3311
1690617600,0.3311
1690704000,0.3308
1690790400,0.3323
1690876800,0.3369
1690963200,0.339
1691049600,0.1917
1691136000,0.1661
1691222400,0.1657
1691308800,0.1653
1691395200,0.1548
1691481600,0.1721
1691568000,0.1729
1691654400,0.1666
1691740800,0.1667
1691827200,0.1633
1691913600,0.1633
1692000000,0.1554
1692086400,0.1593
1692172800,0.1629
1692259200,0.3005
1692345600,0.3003
1692432000,0.3008
1692518400,0.3029
1692604800,0.2984
1692691200,0.2901
1692777600,0.3035
1692864000,0.3039
1692950400,0.3049
1693036800,0.3034
1693123200,0.3024
1693209600,0.305
1693296000,0.3509
1693382400,0.351
1693468800,0.375
1693555200,0.3739
1693641600,0.3749
1693728000,0.3756
1693814400,0.3757
1693900800,0.3772
1693987200,0.3767
1694073600,0.2808
1694160000,0.2737
1694246400,0.2741
1694332800,0.2747
1694419200,0.2857
1694505600,0.2827
1694592000,0.2908
1694678400,0.2863
1694764800,0.2874
1694851200,0.2879
1694937600,0.2879
1695024000,0.2873
1695110400,0.2206
1695196800,0.2223
1695283200,0.1768
1695369600,0.1738
1695456000,0.1731
1695542400,0.1742
1695628800,0.1734
1695715200,0.1732
1695801600,0.1867
1695888000,0.2557
1695974400,0.257
1696060800,0.2552
1696147200,0.2792
1696233600,0.3192
1696320000,0.3239
1696406400,0.3107
1696492800,0.3105
1696579200,0.3101
1696665600,0.31
1696752000,0.3102
1696838400,0.3203
1696924800,0.331
1697011200,0.3296
1697097600,0.3259
1697184000,0.3259
1697270400,0.3268
1697356800,0.3323
1697443200,0.3331
1697529600,0.3362
1697616000,0.3315
1697702400,0.2897
1697788800,0.2968
1697875200,0.3042
1697961600,0.298
1698048000,0.4025
1698134400,0.4138
1698220800,0.4458
1698307200,0.4863
1698393600,0.4864
1698480000,0.4856
1698566400,0.4841
1698652800,0.4725
1698739200,0.4574
1698825600,0.4587
1698912000,0.4703
1698998400,0.4717
1699084800,0.4785
1699171200,0.4807
1699257600,0.4807
1699344000,0.4795
1699430400,0.4722
1699516800,0.5922
1699603200,0.6118
1699689600,0.6131
1699776000,0.6122
1699862400,0.5363
1699948800,0.5545
1700035200,0.543
1700121600,0.5435
1700208000,0.5515
1700294400,0.5522
1700380800,0.5614
1700467200,0.564
1700553600,0.5657
1700640000,0.5781
1700726400,0.5667
1700812800,0.5643
1700899200,0.5565
1700985600,0.5665
1701072000,0.572
1701158400,0.5743
1701244800,0.5738
1701331200,0.4235
1701417600,0.4113
1701504000,0.4322
1701590400,0.4546
1701676800,0.4676
1701763200,0.4436
1701849600,0.4268
1701936000,0.4001
1702022400,0.3838
1702108800,0.3954
1702195200,0.4563
1702281600,0.4542
1702368000,0.473
1702454400,0.4942
1702540800,0.4953
1702627200,0.5019
1702713600,0.5075
1702800000,0.5047
1702886400,0.5164
1702972800,0.5171
1703059200,0.5134
1703145600,0.5121
1703232000,0.5119
1703318400,0.4963
1703404800,0.4736
1703491200,0.4704
1703577600,0.4537
1703664000,0.5352
1703750400,0.5187
1703836800,0.5184
1703923200,0.5159
1704009600,0.4682
