timestamp,rv
1641024000,
1641110400,
1641196800,
1641283200,
1641369600,
1641456000,
1641542400,
1641628800,
1641715200,
1641801600,
1641888000,
1641974400,
1642060800,
1642147200,
1642233600,
1642320000,
1642406400,
1642492800,
1642579200,
1642665600,
1642752000,
1642838400,0.9355
1642924800,0.9266
1643011200,0.9303
1643097600,0.9459
1643184000,0.8788
1643270400,0.8421
1643356800,0.9142
1643443200,0.9192
1643529600,0.9211
1643616000,0.9936
1643702400,0.9839
1643788800,0.9669
1643875200,0.9973
1643961600,1.0433
1644048000,1.0427
1644134400,1.0463
1644220800,1.0505
1644307200,1.0399
1644393600,1.0402
1644480000,0.977
1644566400,0.7438
1644652800,0.7444
1644739200,0.719
1644825600,0.7437
1644912000,0.744
1644998400,0.7357
1645084800,0.8043
1645171200,0.7725
1645257600,0.8116
1645344000,0.8088
1645430400,0.828
1645516800,0.8827
1645603200,1.0269
1645689600,1.091
1645776000,1.0897
1645862400,1.0916
1645948800,1.094
1646035200,1.1785
1646121600,1.1786
1646208000,1.1739
1646294400,1.194
1646380800,1.1785
1646467200,1.1786
1646553600,1.1917
1646640000,1.1617
1646726400,1.2079
1646812800,1.2265
1646899200,1.2004
1646985600,1.1943
1647072000,1.1705
1647158400,1.1594
1647244800,1.1007
1647331200,1.0768
1647417600,0.9316
1647504000,0.8452
1647590400,0.8193
1647676800,0.8133
1647763200,0.7961
1647849600,0.6844
1647936000,0.6845
1648022400,0.69
1648108800,0.64
1648195200,0.6128
1648281600,0.6124
1648368000,0.5847
1648454400,0.5844
1648540800,0.5084
1648627200,0.417
1648713600,0.4644
1648800000,0.5002
1648886400,0.4982
1648972800,0.498
1649059200,0.4732
1649145600,0.5376
1649232000,0.5548
1649318400,0.5562
1649404800,0.545
1649491200,0.5454
1649577600,0.5509
1649664000,0.5781
1649750400,0.5747
1649836800,0.567
1649923200,0.5633
1650009600,0.5633
1650096000,0.5623
1650182400,0.5459
1650268800,0.5852
1650355200,0.5899
1650441600,0.5909
1650528000,0.5825
1650614400,0.5116
1650700800,0.5106
1650787200,0.5332
1650873600,0.6172
1650960000,0.5995
1651046400,0.5872
1651132800,0.5812
1651219200,0.5882
1651305600,0.5874
1651392000,0.6033
1651478400,0.5709
1651564800,0.5686
1651651200,0.5844
1651737600,0.6473
1651824000,0.65
1651910400,0.668
1651996800,0.6624
1652083200,0.6184
1652169600,0.6081
1652256000,0.9939
1652342400,1.0805
1652428800,1.0817
1652515200,1.0837
1652601600,1.076
1652688000,1.035
1652774400,1.0309
1652860800,1.0322
1652947200,1.0518
1653033600,1.0498
1653120000,1.0512
1653206400,1.0669
1653292800,1.07
1653379200,1.0702
1653465600,1.0447
1653552000,1.0608
1653638400,1.0649
1653724800,1.0661
1653811200,1.1157
1653897600,1.1272
1653984000,1.1264
1654070400,0.7702
1654156800,0.6864
1654243200,0.6914
1654329600,0.6937
1654416000,0.7439
1654502400,0.7833
1654588800,0.7931
1654675200,0.777
1654761600,0.7581
1654848000,0.8036
1654934400,0.9367
1655020800,1.0285
1655107200,1.0269
1655193600,1.1096
1655280000,1.175
1655366400,1.1528
1655452800,1.1804
1655539200,1.1726
1655625600,1.2764
1655712000,1.3068
1655798400,1.3174
1655884800,1.3231
1655971200,1.3599
1656057600,1.4156
1656144000,1.4132
1656230400,1.3743
1656316800,1.3559
1656403200,1.3575
1656489600,1.365
1656576000,1.372
1656662400,1.3567
1656748800,1.2913
1656835200,1.1773
1656921600,1.2519
