timestamp,rv
1641024000,
1641110400,
1641196800,
1641283200,
1641369600,
1641456000,
1641542400,
1641628800,
1641715200,
1641801600,
1641888000,
1641974400,
1642060800,
1642147200,
1642233600,
1642320000,
1642406400,
1642492800,
1642579200,
1642665600,
1642752000,
1642838400,0.6178
1642924800,0.6166
1643011200,0.6486
1643097600,0.677
1643184000,0.6309
1643270400,0.6278
1643356800,0.642
1643443200,0.6453
1643529600,0.6527
1643616000,0.6747
1643702400,0.6723
1643788800,0.6668
1643875200,0.6738
1643961600,0.78
1644048000,0.7803
1644134400,0.7873
1644220800,0.8096
1644307200,0.8124
1644393600,0.8092
1644480000,0.7449
1644566400,0.6077
1644652800,0.6076
1644739200,0.5968
1644825600,0.5954
1644912000,0.5849
1644998400,0.5625
1645084800,0.6678
1645171200,0.6623
1645257600,0.682
1645344000,0.6697
1645430400,0.7125
1645516800,0.7315
1645603200,0.7905
1645689600,0.8692
1645776000,0.7834
1645862400,0.7832
1645948800,0.773
1646035200,0.925
1646121600,0.921
1646208000,0.9217
1646294400,0.9407
1646380800,0.9665
1646467200,0.967
1646553600,0.9779
1646640000,0.9694
1646726400,1.0338
1646812800,1.064
1646899200,1.0155
1646985600,1.015
1647072000,1.0028
1647158400,1.0013
1647244800,0.9616
1647331200,0.9569
1647417600,0.8956
1647504000,0.8245
1647590400,0.828
1647676800,0.8259
1647763200,0.8286
1647849600,0.6416
1647936000,0.6391
1648022400,0.6455
1648108800,0.6157
1648195200,0.5489
1648281600,0.5488
1648368000,0.541
1648454400,0.5403
1648540800,0.4414
1648627200,0.3269
1648713600,0.4005
1648800000,0.4161
1648886400,0.4187
1648972800,0.4205
1649059200,0.4064
1649145600,0.43
1649232000,0.4621
1649318400,0.4614
1649404800,0.4702
1649491200,0.47
1649577600,0.4638
1649664000,0.5002
1649750400,0.5002
1649836800,0.5061
1649923200,0.5052
1650009600,0.5005
1650096000,0.4991
1650182400,0.4527
1650268800,0.5016
1650355200,0.5102
1650441600,0.5163
1650528000,0.4929
1650614400,0.4689
1650700800,0.4712
1650787200,0.4824
1650873600,0.5437
1650960000,0.5487
1651046400,0.5298
1651132800,0.529
1651219200,0.5248
1651305600,0.5265
1651392000,0.5403
1651478400,0.498
1651564800,0.4985
1651651200,0.493
1651737600,0.5987
1651824000,0.5984
1651910400,0.6122
1651996800,0.6094
1652083200,0.6006
1652169600,0.593
1652256000,0.6773
1652342400,0.7989
1652428800,0.798
1652515200,0.8032
1652601600,0.7993
1652688000,0.7655
1652774400,0.7588
1652860800,0.7548
1652947200,0.7804
1653033600,0.7818
1653120000,0.7834
1653206400,0.7927
1653292800,0.7985
1653379200,0.8015
1653465600,0.789
1653552000,0.7259
1653638400,0.7265
1653724800,0.7191
1653811200,0.7579
1653897600,0.7325
1653984000,0.7191
1654070400,0.6148
1654156800,0.5133
1654243200,0.5147
1654329600,0.5115
1654416000,0.5591
1654502400,0.5997
1654588800,0.6116
1654675200,0.6024
1654761600,0.586
1654848000,0.5835
1654934400,0.6337
1655020800,0.7491
1655107200,0.8002
1655193600,0.8742
1655280000,0.9173
1655366400,0.919
1655452800,0.9708
1655539200,0.9731
1655625600,1.0384
1655712000,1.0596
1655798400,1.0646
1655884800,1.0691
1655971200,1.0736
1656057600,1.089
1656144000,1.0884
1656230400,1.0464
1656316800,1.0333
1656403200,1.014
1656489600,1.0123
1656576000,1.0186
1656662400,1.0184
1656748800,1.0072
1656835200,0.9271
1656921600,0.9171
1657008000,0.8177
